Time,X,Y,Z,Rotation 1,Rotation 2,Rotation 3
11.6,20.45409584,-1.462198615,15.80986214,0.21344246,-0.105249994,1.252132654
11.65,20.46599388,-1.448172688,15.76222992,0.249031246,-0.131994233,1.236722946
11.7,20.47771263,-1.434248447,15.71287823,0.284495443,-0.158549458,1.22148025
11.75,20.48923111,-1.420448542,15.66184807,0.319808811,-0.184882313,1.206421494
11.8,20.50052261,-1.406794667,15.60918045,0.354943961,-0.210962757,1.191563368
11.85,20.51156425,-1.393308878,15.55492115,0.38987413,-0.236762315,1.176922917
11.9,20.52234077,-1.380015373,15.49911308,0.424574554,-0.262259364,1.162519693
11.95,20.53283691,-1.366939664,15.44180489,0.45902127,-0.287430316,1.14837575
12,20.54304123,-1.354106784,15.38304138,0.493191123,-0.312253445,1.134511948
12.05,20.55294418,-1.341541052,15.32287216,0.527060866,-0.336710215,1.120948792
12.1,20.56253624,-1.329266787,15.26134396,0.560605347,-0.360772699,1.107706785
12.15,20.57181168,-1.317306042,15.19850922,0.593796134,-0.384413242,1.094805002
12.2,20.58075333,-1.305677176,15.13441467,0.626600683,-0.407607764,1.082259059
12.25,20.58934593,-1.294396281,15.06911564,0.658982992,-0.430326253,1.070083618
12.3,20.59757042,-1.283478379,15.00266457,0.690905392,-0.452542961,1.058293104
12.35,20.6054039,-1.272936344,14.93511772,0.722328484,-0.474238396,1.046900034
12.4,20.61282349,-1.262781382,14.86653233,0.753212571,-0.495393634,1.035914302
12.45,20.6198082,-1.253026128,14.79696655,0.783520341,-0.516000688,1.025348783
12.5,20.62633705,-1.243686318,14.72647762,0.813218057,-0.536057949,1.01521945
12.55,20.63239479,-1.234777451,14.65512562,0.842274249,-0.555561602,1.005541921
12.6,20.63796806,-1.226312876,14.58297062,0.870657325,-0.574514091,0.996329665
12.65,20.64304924,-1.218305945,14.5100708,0.898335874,-0.592917442,0.987596929
12.7,20.64762688,-1.210768938,14.43648624,0.9252792,-0.610766888,0.979357898
12.75,20.65169144,-1.203712583,14.36227512,0.951455057,-0.628058732,0.971622705
12.8,20.65523529,-1.197144389,14.28749847,0.976830482,-0.644786298,0.964398503
12.85,20.65824127,-1.191071749,14.21221542,1.001372814,-0.660938084,0.957692087
12.9,20.66069412,-1.185500622,14.13648796,1.025050282,-0.676508129,0.951508701
12.95,20.66257858,-1.180435777,14.06037617,1.047833443,-0.691493392,0.945853055
13,20.66387177,-1.175884724,13.98394203,1.069697618,-0.705892503,0.940731943
13.05,20.66456223,-1.171858311,13.90724945,1.090625167,-0.71971333,0.936154902
13.1,20.66463089,-1.168368459,13.83036041,1.110603452,-0.732967079,0.932131469
13.15,20.66407204,-1.16542685,13.75333881,1.129621267,-0.745664477,0.928670049
13.2,20.66287613,-1.163045168,13.6762476,1.147671461,-0.757821918,0.925778449
13.25,20.66103935,-1.16123414,13.59914684,1.164747596,-0.769451976,0.923463345
13.3,20.6585598,-1.159999728,13.52210045,1.180840611,-0.780562699,0.92172724
13.35,20.65543556,-1.159344196,13.44516754,1.195939064,-0.791161597,0.92056936
13.4,20.65166092,-1.15926981,13.36840916,1.210032821,-0.80125016,0.919989169
13.45,20.64723015,-1.159780502,13.29188633,1.223114729,-0.810827076,0.919988155
13.5,20.64213371,-1.160880208,13.21565819,1.235180736,-0.819891095,0.920566261
13.55,20.6363678,-1.162572026,13.13978767,1.246229172,-0.828440011,0.921722233
13.6,20.62992096,-1.16486156,13.06433392,1.256262422,-0.836476028,0.923457325
13.65,20.62278938,-1.167757034,12.9893589,1.265288591,-0.844005287,0.925774574
13.7,20.61497116,-1.171265364,12.91492271,1.273317695,-0.851035535,0.928675592
13.75,20.60646629,-1.17539227,12.84108448,1.28035903,-0.857577443,0.932161093
13.8,20.59728432,-1.180142403,12.76790333,1.286421418,-0.863641739,0.936231673
13.85,20.58743286,-1.185516953,12.69543839,1.291511297,-0.869236946,0.940884233
13.9,20.57691956,-1.191511512,12.62374592,1.295630813,-0.874368668,0.946109951
13.95,20.56576157,-1.198120117,12.55288124,1.298780799,-0.879035592,0.951898932
14,20.55396652,-1.205337882,12.48290062,1.300963044,-0.883232474,0.95824182
14.05,20.54154396,-1.21315968,12.41385651,1.302181125,-0.886952698,0.965129673
14.1,20.5284977,-1.221580386,12.34580326,1.302439928,-0.890186727,0.972553015
14.15,20.51483154,-1.230597377,12.27879524,1.301747561,-0.892926872,0.980505705
14.2,20.50055313,-1.24020946,12.2128849,1.300113678,-0.895168662,0.988983512
14.25,20.48566818,-1.250412226,12.14812565,1.297546625,-0.896910429,0.997979641
14.3,20.47018242,-1.261196375,12.08456802,1.294051409,-0.898155212,1.007483125
14.35,20.45410919,-1.272551298,12.02226353,1.289631963,-0.898908317,1.017482758
14.4,20.43746948,-1.284466505,11.96126366,1.284292579,-0.899173141,1.02796793
14.45,20.42028236,-1.296929598,11.90161419,1.278037071,-0.898953497,1.038926363
14.5,20.40257072,-1.309926748,11.84336281,1.27086854,-0.898249745,1.050343871
14.55,20.38435745,-1.323444366,11.78655434,1.262791872,-0.897055387,1.062207103
14.6,20.36566544,-1.337470055,11.7312336,1.253812551,-0.895362556,1.074503422
14.65,20.34651566,-1.351989269,11.6774416,1.243937373,-0.89315933,1.087217689
14.7,20.32692528,-1.366988063,11.62522125,1.23317349,-0.890430629,1.100334764
14.75,20.30690765,-1.382454157,11.57461262,1.221531987,-0.887168407,1.11384201
14.8,20.28647614,-1.39837575,11.5256567,1.209024549,-0.883368254,1.127726674
14.85,20.26564407,-1.414738297,11.47839165,1.195663691,-0.879028976,1.141973376
14.9,20.24442482,-1.431526899,11.43285656,1.18146193,-0.874158502,1.156567335
14.95,20.22283745,-1.448726177,11.38908863,1.166433692,-0.868766725,1.171494126
15,20.20090103,-1.466319084,11.34712315,1.150592804,-0.862864435,1.186736822
15.05,20.17864037,-1.484286189,11.30699444,1.133954167,-0.856465399,1.202276111
15.1,20.15608215,-1.502610445,11.26873398,1.11653471,-0.849577904,1.218094587
15.15,20.13325119,-1.521276116,11.23237228,1.098355055,-0.842205048,1.234177232
15.2,20.11017609,-1.540266633,11.19793606,1.079437017,-0.834349453,1.250507712
15.25,20.08687782,-1.559565902,11.16545296,1.059805036,-0.826008081,1.267070413
15.3,20.0633812,-1.579159975,11.13494778,1.039485693,-0.817176998,1.283851743
15.35,20.03970146,-1.599036098,11.10644341,1.01850903,-0.807857454,1.300839663
15.4,20.01585579,-1.619180918,11.07996464,0.996904731,-0.798051775,1.318020225
15.45,19.99186134,-1.639579177,11.0555315,0.97470206,-0.787768781,1.335377693
15.5,19.96773338,-1.660213709,11.03316402,0.951928437,-0.77702558,1.352895737
15.55,19.94349098,-1.681065083,11.01288128,0.928610086,-0.76584214,1.370555639
15.6,19.91915512,-1.702111125,10.99470043,0.904771447,-0.75424087,1.388337493
15.65,19.8947506,-1.723330736,10.97863674,0.880438387,-0.742245138,1.40622282
15.7,19.87030029,-1.74470675,10.96470356,0.855641067,-0.729874969,1.424197435
15.75,19.84583092,-1.766224027,10.95290947,0.830412507,-0.71714747,1.442248464
15.8,19.82136917,-1.787867665,10.94326305,0.804786503,-0.704075456,1.460362077
15.85,19.79693604,-1.809623122,10.93577194,0.778797328,-0.690666497,1.4785254
15.9,19.77255058,-1.831476212,10.93043804,0.752477884,-0.676928401,1.496726036
15.95,19.74822998,-1.853408456,10.92726517,0.725857019,-0.662872195,1.514949441
16,19.72398567,-1.875398874,10.92625427,0.69895941,-0.648510873,1.533178568
16.05,19.69983482,-1.897425652,10.92740536,0.671807587,-0.633863211,1.551397443
16.1,19.67579079,-1.919466734,10.93071556,0.644423008,-0.618953526,1.569590449
16.15,19.65186882,-1.941498399,10.93618202,0.616825819,-0.603810489,1.587740541
16.2,19.628088,-1.963497519,10.94379902,0.589036703,-0.588465273,1.605830908
16.25,19.60447121,-1.985442877,10.95355797,0.561078787,-0.572948992,1.623846054
16.3,19.58103943,-2.007315159,10.96544933,0.532977045,-0.557290554,1.641771913
16.35,19.55781746,-2.029096603,10.97946072,0.504757822,-0.541515291,1.659595847
16.4,19.53482437,-2.050770044,10.99557686,0.476448119,-0.525643468,1.677305937
16.45,19.51207924,-2.072318077,11.01378155,0.448073685,-0.509691834,1.694890738
16.5,19.48959923,-2.093720913,11.0340538,0.419657499,-0.493675977,1.712336302
16.55,19.46739578,-2.114955425,11.05637455,0.391219258,-0.477611333,1.729624748
