Time	 FAIRTEN1	 FAIRTEN2	 FAIRTEN3	 ANCHTEN1	 ANCHTEN2	 ANCHTEN3	 CON1FX	 CON3FX	 CON5FX	 CON1FY	 CON3FY	 CON5FY	 CON1FZ	 CON3FZ	 CON5FZ	 CON2FX	 CON4FX	 CON6FX	 CON2FY	 CON4FY	 CON6FY	 CON2FZ	 CON4FZ	 CON6FZ	 L1N1FX	 L1N2FX	 L3N1FX	 
(s)	 (N)     	 (N)     	 (N)     	 (N)     	 (N)     	 (N)     	 (N)     	 (N)     	 (N)     	 (N)     	 (N)     	 (N)     	 (N)     	 (N)     	 (N)     	 (N)     	 (N)     	 (N)     	 (N)     	 (N)     	 (N)     	 (N)     	 (N)     	 (N)     	 (N)     	 (N)     	 (N)     	 
0	 1.45326e+006	 1.45345e+006	 1.45345e+006	 896351	 896539	 896539	 899920	 -450051	 -450051	 0	 779518	 -779518	 -1.1411e+006	 -1.14119e+006	 -1.14119e+006	 -896210	 448196	 448196	 0	 -776305	 776305	 -15901.3	 -15901.4	 -15901.4	 -1.6392	 -3.27673	 0.81963	 
0.05	 1.44324e+006	 1.4491e+006	 1.44604e+006	 897113	 897307	 897307	 893570	 -448881	 -447819	 -96.576	 776974	 -775723	 -1.13335e+006	 -1.13785e+006	 -1.13522e+006	 -896972	 448580	 448580	 0	 -776970	 776970	 -15901.8	 -15901.9	 -15901.9	 -1.23131	 -2.46155	 0.611332	 
0.1	 1.44015e+006	 1.44782e+006	 1.44392e+006	 898101	 898298	 898298	 891537	 -448614	 -447210	 -172.86	 776109	 -774724	 -1.13101e+006	 -1.13691e+006	 -1.13345e+006	 -897960	 449076	 449076	 0	 -777829	 777829	 -15902.5	 -15902.6	 -15902.6	 -0.634478	 -1.2687	 0.310217	 
0.15	 1.43222e+006	 1.44441e+006	 1.43834e+006	 899201	 899399	 899399	 886340	 -447979	 -445649	 -394.518	 773807	 -772183	 -1.12501e+006	 -1.1344e+006	 -1.1287e+006	 -899060	 449627	 449627	 0	 -778783	 778783	 -15903.3	 -15903.4	 -15903.4	 0.00578046	 0.0112641	 -0.0103095	 
0.2	 1.42341e+006	 1.44021e+006	 1.43181e+006	 900294	 900491	 900491	 880500	 -447254	 -443858	 -699.889	 770915	 -769299	 -1.1184e+006	 -1.13131e+006	 -1.12306e+006	 -900154	 450173	 450173	 0	 -779728	 779728	 -15904	 -15904.1	 -15904.1	 0.555091	 1.10925	 -0.283481	 
0.25	 1.41662e+006	 1.43617e+006	 1.42617e+006	 901275	 901471	 901470	 875866	 -446628	 -442365	 -1036.2	 768058	 -766949	 -1.11341e+006	 -1.12836e+006	 -1.11807e+006	 -901135	 450663	 450662	 0	 -780577	 780576	 -15904.7	 -15904.8	 -15904.8	 1.65068	 3.38354	 -0.736495	 
0.3	 1.41214e+006	 1.43245e+006	 1.42192e+006	 901427	 901989	 901785	 872646	 -446085	 -441291	 -1377.08	 765369	 -765337	 -1.11024e+006	 -1.12567e+006	 -1.11417e+006	 -901287	 450922	 450819	 0	 -781026	 780849	 -15904.8	 -15905.2	 -15905	 30.6121	 61.2443	 -11.5585	 
0.35	 1.4099e+006	 1.42924e+006	 1.41954e+006	 896206	 900008	 897983	 870816	 -445652	 -440775	 -1704.68	 762990	 -764683	 -1.10882e+006	 -1.12338e+006	 -1.11179e+006	 -896065	 449931	 448918	 3.2871e-313	 -779310	 777556	 -15901.1	 -15903.8	 -15902.4	 6.01754	 12.0958	 -3.36986	 
0.4	 1.4093e+006	 1.42637e+006	 1.41899e+006	 888908	 896971	 892550	 870026	 -445261	 -440799	 -2009.72	 760845	 -764953	 -1.10868e+006	 -1.12134e+006	 -1.11089e+006	 -888766	 448412	 446201	 5.7327e-301	 -776679	 772850	 -15896	 -15901.6	 -15898.5	 46.0615	 91.565	 -12.3375	 
0.45	 1.40939e+006	 1.42362e+006	 1.41997e+006	 874378	 891478	 882995	 869688	 -444845	 -441264	 -2289.83	 758803	 -765985	 -1.10907e+006	 -1.11938e+006	 -1.11125e+006	 -874234	 445665	 441423	 2.29563e-290	 -771921	 764574	 -15885.8	 -15897.8	 -15891.9	 17.6407	 35.5379	 -8.6721	 
0.5	 1.40945e+006	 1.42082e+006	 1.42207e+006	 856847	 884044	 870485	 869351	 -444377	 -442051	 -2548.37	 756775	 -767573	 -1.1094e+006	 -1.11739e+006	 -1.11252e+006	 -856700	 441948	 435167	 4.45075e-281	 -765483	 753738	 -15873.6	 -15892.6	 -15883.1	 -33.1045	 -65.7813	 6.19853	 
0.55	 1.40907e+006	 1.41783e+006	 1.42467e+006	 844732	 876973	 860024	 868756	 -443824	 -442984	 -2791.75	 754659	 -769410	 -1.10938e+006	 -1.11524e+006	 -1.11421e+006	 -844583	 438412	 429936	 8.88362e-273	 -759358	 744677	 -15865.2	 -15887.7	 -15875.9	 -23.881	 -47.7329	 8.00568	 
0.6	 1.40786e+006	 1.41467e+006	 1.42725e+006	 837083	 870624	 852379	 867664	 -443203	 -443897	 -3025.43	 752453	 -771219	 -1.1087e+006	 -1.11296e+006	 -1.11589e+006	 -836932	 435237	 426113	 3.02782e-265	 -753858	 738055	 -15860	 -15883.3	 -15870.6	 -17.128	 -34.1708	 5.91904	 
0.65	 1.40471e+006	 1.41115e+006	 1.42881e+006	 832546	 864660	 846979	 865385	 -442465	 -444497	 -3249.92	 750066	 -772477	 -1.10649e+006	 -1.11039e+006	 -1.11678e+006	 -832395	 432255	 423413	 2.44724e-258	 -748693	 733378	 -15856.9	 -15879.2	 -15866.9	 -12.2236	 -24.3593	 5.80244	 
0.7	 1.39773e+006	 1.40655e+006	 1.42767e+006	 830142	 858720	 843833	 860741	 -441376	 -444257	 -3459.67	 747116	 -772263	 -1.10126e+006	 -1.10698e+006	 -1.11556e+006	 -829991	 429284	 421839	 5.94799e-252	 -743547	 730653	 -15855.3	 -15875.1	 -15864.8	 -4.77582	 -9.49973	 8.35597	 
0.75	 1.38748e+006	 1.40102e+006	 1.42392e+006	 828583	 853016	 843535	 854094	 -439969	 -443200	 -3651.59	 743693	 -770617	 -1.09344e+006	 -1.10282e+006	 -1.11233e+006	 -828432	 426431	 421690	 5.17648e-246	 -738607	 730395	 -15854.2	 -15871.1	 -15864.6	 -1.28573	 -2.48291	 5.30054	 
0.8	 1.37461e+006	 1.39436e+006	 1.41739e+006	 827164	 847101	 845175	 845841	 -438173	 -441268	 -3822.09	 739699	 -767432	 -1.08356e+006	 -1.09776e+006	 -1.10694e+006	 -827012	 423473	 422510	 1.84177e-240	 -733484	 731816	 -15853.3	 -15867	 -15865.8	 0.665521	 1.4176	 2.96279	 
0.85	 1.36231e+006	 1.38657e+006	 1.40865e+006	 825521	 840938	 847955	 837947	 -435981	 -438631	 -3977	 735150	 -763017	 -1.07411e+006	 -1.09181e+006	 -1.09986e+006	 -825369	 420391	 423901	 2.97896e-235	 -728145	 734223	 -15852.1	 -15862.7	 -15867.8	 1.99067	 4.05375	 3.65255	 
0.9	 1.35645e+006	 1.37925e+006	 1.40119e+006	 823478	 835178	 851880	 834046	 -433893	 -436372	 -4134.72	 730901	 -759266	 -1.06972e+006	 -1.08621e+006	 -1.09381e+006	 -823325	 417511	 425863	 2.38921e-230	 -723156	 737623	 -15850.7	 -15858.7	 -15870.5	 0.116239	 0.365355	 0.936329	 
0.95	 1.35777e+006	 1.37334e+006	 1.39699e+006	 821236	 829840	 856094	 834590	 -432210	 -435121	 -4301.19	 727447	 -757272	 -1.07097e+006	 -1.0817e+006	 -1.09032e+006	 -821083	 414842	 427971	 1.02337e-225	 -718533	 741273	 -15849.2	 -15855	 -15873.5	 2.30401	 4.7634	 -1.27886	 
1	 1.36364e+006	 1.36892e+006	 1.39615e+006	 818245	 825096	 859794	 837972	 -430964	 -434903	 -4471.35	 724814	 -757086	 -1.07578e+006	 -1.07836e+006	 -1.08946e+006	 -818091	 412469	 429821	 2.49049e-221	 -714424	 744478	 -15847.1	 -15851.8	 -15876	 11.4862	 22.9925	 -1.5887	 
1.05	 1.37136e+006	 1.36593e+006	 1.39843e+006	 813167	 821208	 862662	 842517	 -430146	 -435651	 -4638.54	 722963	 -758590	 -1.08202e+006	 -1.07613e+006	 -1.09104e+006	 -813013	 410525	 431255	 3.60256e-217	 -711056	 746962	 -15843.5	 -15849.1	 -15878	 8.16617	 16.3727	 -4.54025	 
1.1	 1.37851e+006	 1.36432e+006	 1.40346e+006	 806800	 817248	 863777	 846756	 -429749	 -437257	 -4796.55	 721863	 -761584	 -1.08778e+006	 -1.07499e+006	 -1.09475e+006	 -806644	 408545	 431813	 3.21948e-213	 -707626	 747928	 -15839.1	 -15846.3	 -15878.8	 -9.60519	 -19.0116	 -6.0777	 
1.15	 1.38349e+006	 1.36375e+006	 1.41002e+006	 802183	 812514	 862599	 849705	 -429659	 -439350	 -4940.37	 721329	 -765413	 -1.09179e+006	 -1.07466e+006	 -1.09967e+006	 -802027	 406177	 431224	 1.86602e-209	 -703525	 746908	 -15835.9	 -15843	 -15877.9	 -24.2823	 -48.4271	 -4.65131	 
1.2	 1.38569e+006	 1.36395e+006	 1.41669e+006	 802100	 807340	 859835	 850988	 -429787	 -441486	 -5066.54	 721218	 -769296	 -1.09358e+006	 -1.07494e+006	 -1.10467e+006	 -801943	 403590	 429841	 7.43928e-206	 -699043	 744513	 -15835.9	 -15839.5	 -15876	 -32.8212	 -65.4837	 1.16378	 
1.25	 1.38536e+006	 1.36492e+006	 1.42243e+006	 807922	 802876	 857661	 850751	 -430129	 -443341	 -5174.3	 721535	 -772663	 -1.09335e+006	 -1.07581e+006	 -1.10895e+006	 -807767	 401357	 428754	 2.16742e-202	 -695177	 742631	 -15840	 -15836.4	 -15874.4	 -25.6903	 -51.2716	 8.1977	 
1.3	 1.38317e+006	 1.36658e+006	 1.42634e+006	 818309	 800485	 858379	 849394	 -430651	 -444627	 -5265.44	 722246	 -775014	 -1.09163e+006	 -1.07723e+006	 -1.1118e+006	 -818155	 400162	 429113	 4.84759e-199	 -693106	 743252	 -15847.3	 -15834.7	 -15875	 -10.8068	 -21.5367	 8.98898	 
1.35	 1.37941e+006	 1.36888e+006	 1.4278e+006	 830521	 800429	 862240	 847084	 -431333	 -445151	 -5341.26	 723328	 -776010	 -1.08866e+006	 -1.07916e+006	 -1.11277e+006	 -830370	 400134	 431044	 8.57585e-196	 -693057	 746596	 -15855.9	 -15834.7	 -15877.7	 3.00309	 6.08427	 5.12438	 
1.4	 1.37412e+006	 1.37156e+006	 1.42655e+006	 841965	 802330	 868000	 843834	 -432091	 -444826	 -5402.46	 724636	 -775505	 -1.0845e+006	 -1.08137e+006	 -1.11165e+006	 -841815	 401084	 433925	 1.21657e-192	 -694704	 751586	 -15863.8	 -15836.1	 -15881.7	 14.5092	 29.0786	 3.14452	 
1.45	 1.36854e+006	 1.37387e+006	 1.42251e+006	 850556	 806281	 874783	 840393	 -432691	 -443614	 -5454.69	 725775	 -773445	 -1.0801e+006	 -1.08331e+006	 -1.10838e+006	 -850408	 403060	 437317	 1.38752e-189	 -698126	 757461	 -15869.8	 -15838.9	 -15886.5	 20.3604	 40.773	 0.284944	 
1.5	 1.3655e+006	 1.37505e+006	 1.41588e+006	 855312	 811738	 881441	 838514	 -432894	 -441576	 -5510.2	 726331	 -769937	 -1.07771e+006	 -1.08435e+006	 -1.10314e+006	 -855165	 405789	 440646	 1.26911e-186	 -702853	 763227	 -15873	 -15842.7	 -15891.1	 17.6642	 35.4254	 -4.53835	 
1.55	 1.36776e+006	 1.37508e+006	 1.40771e+006	 856701	 817707	 886372	 839895	 -432697	 -439033	 -5580.81	 726288	 -765552	 -1.07949e+006	 -1.08449e+006	 -1.09673e+006	 -856554	 408774	 443112	 9.30123e-184	 -708023	 767499	 -15873.9	 -15846.9	 -15894.5	 11.7298	 23.5738	 -5.88059	 
1.6	 1.37607e+006	 1.37496e+006	 1.40019e+006	 855813	 824343	 888923	 845014	 -432421	 -436668	 -5670.4	 726179	 -761485	 -1.08604e+006	 -1.08452e+006	 -1.09086e+006	 -855666	 412093	 444388	 5.48378e-181	 -713772	 769708	 -15873.3	 -15851.5	 -15896.2	 6.242	 12.6175	 -7.57657	 
1.65	 1.38849e+006	 1.37596e+006	 1.3955e+006	 853615	 831466	 888592	 852685	 -432468	 -435171	 -5771.61	 726680	 -758927	 -1.09582e+006	 -1.08543e+006	 -1.08723e+006	 -853467	 415655	 444222	 2.62173e-178	 -719942	 769422	 -15871.7	 -15856.5	 -15895.9	 3.99726	 8.13035	 -7.29427	 
1.7	 1.40139e+006	 1.37869e+006	 1.39432e+006	 850481	 838725	 885510	 860670	 -433031	 -434762	 -5868.93	 728118	 -758252	 -1.10594e+006	 -1.08771e+006	 -1.08636e+006	 -850333	 419285	 442681	 1.0261e-175	 -726229	 766752	 -15869.5	 -15861.5	 -15893.8	 5.2465	 10.568	 -4.89793	 
1.75	 1.41113e+006	 1.38318e+006	 1.39591e+006	 846357	 846079	 880328	 866745	 -434116	 -435204	 -5945.95	 730507	 -759044	 -1.11355e+006	 -1.09137e+006	 -1.08766e+006	 -846208	 422962	 440089	 3.31635e-173	 -732598	 762263	 -15866.6	 -15866.6	 -15890.1	 0.708092	 1.47742	 -6.37126	 
1.8	 1.41527e+006	 1.38923e+006	 1.39894e+006	 842238	 852437	 872745	 869408	 -435663	 -436099	 -5991.61	 733743	 -760596	 -1.11673e+006	 -1.09626e+006	 -1.09012e+006	 -842089	 426142	 436298	 8.94162e-171	 -738105	 755696	 -15863.7	 -15871	 -15884.8	 -12.5734	 -25.0309	 -5.44268	 
1.85	 1.41325e+006	 1.3961e+006	 1.40187e+006	 840533	 856921	 863092	 868302	 -437440	 -436961	 -6004.05	 737441	 -762057	 -1.11503e+006	 -1.10178e+006	 -1.09251e+006	 -840384	 428384	 431470	 2.04487e-168	 -741990	 747334	 -15862.5	 -15874.1	 -15878.1	 -25.11	 -50.0356	 -2.48741	 
1.9	 1.40639e+006	 1.40275e+006	 1.40317e+006	 843313	 859540	 852473	 864232	 -439125	 -437316	 -5989.78	 741060	 -762602	 -1.1095e+006	 -1.10712e+006	 -1.09365e+006	 -843164	 429694	 426160	 4.05751e-166	 -744258	 738137	 -15864.5	 -15875.9	 -15870.7	 -23.6157	 -47.0774	 0.922896	 
1.95	 1.39717e+006	 1.4085e+006	 1.40186e+006	 850157	 861140	 842277	 858707	 -440503	 -436853	 -5959.55	 744228	 -761701	 -1.10213e+006	 -1.11174e+006	 -1.09278e+006	 -850009	 430494	 421061	 7.13447e-164	 -745644	 729305	 -15869.4	 -15877	 -15863.6	 -7.79509	 -15.5205	 5.98939	 
2	 1.38802e+006	 1.4129e+006	 1.39766e+006	 858187	 863051	 834304	 853207	 -441439	 -435477	 -5923.65	 746711	 -759206	 -1.09481e+006	 -1.11528e+006	 -1.08969e+006	 -858040	 431450	 417074	 1.12434e-161	 -747299	 722400	 -15875	 -15878.3	 -15858.1	 10.7054	 21.4456	 9.70707	 
2.05	 1.38045e+006	 1.41572e+006	 1.39112e+006	 864031	 866017	 829674	 848654	 -441862	 -433351	 -5888.59	 748385	 -755408	 -1.08876e+006	 -1.11756e+006	 -1.0848e+006	 -863885	 432933	 414758	 1.58817e-159	 -749869	 718389	 -15879	 -15880.3	 -15854.9	 23.6945	 47.432	 6.98749	 
2.1	 1.37521e+006	 1.41681e+006	 1.38312e+006	 865285	 869709	 827528	 845508	 -441725	 -430747	 -5857.2	 749163	 -750784	 -1.08456e+006	 -1.11847e+006	 -1.0788e+006	 -865139	 434779	 413686	 1.99587e-157	 -753066	 716531	 -15879.8	 -15882.9	 -15853.5	 30.2864	 60.5906	 3.88314	 
2.15	 1.37308e+006	 1.41582e+006	 1.37433e+006	 860869	 873973	 826674	 844267	 -440919	 -427864	 -5831.64	 748860	 -745687	 -1.08284e+006	 -1.11775e+006	 -1.07222e+006	 -860723	 436911	 413259	 2.20857e-155	 -756759	 715791	 -15876.7	 -15885.9	 -15852.9	 26.4763	 52.9818	 1.08197	 
2.2	 1.37535e+006	 1.41261e+006	 1.36551e+006	 851622	 878069	 825963	 845729	 -439396	 -424945	 -5815.89	 747385	 -740536	 -1.08458e+006	 -1.11526e+006	 -1.06567e+006	 -851474	 438960	 412903	 2.1347e-153	 -760307	 715175	 -15870.2	 -15888.7	 -15852.4	 12.0258	 24.1491	 -3.32939	 
2.25	 1.38281e+006	 1.4076e+006	 1.35774e+006	 840158	 880360	 824010	 850399	 -437295	 -422328	 -5812.14	 744970	 -735917	 -1.09039e+006	 -1.11137e+006	 -1.05997e+006	 -840008	 440106	 411926	 1.80071e-151	 -762292	 713483	 -15862.2	 -15890.3	 -15851.1	 -2.74054	 -5.38593	 -3.13471	 
2.3	 1.39416e+006	 1.40205e+006	 1.35233e+006	 829236	 880469	 820706	 857497	 -435007	 -420425	 -5814.39	 742274	 -732537	 -1.09925e+006	 -1.10705e+006	 -1.05613e+006	 -829085	 440160	 410274	 1.33491e-149	 -762386	 710621	 -15854.5	 -15890.3	 -15848.8	 -14.3295	 -28.5466	 -3.10604	 
2.35	 1.40599e+006	 1.39754e+006	 1.35054e+006	 820954	 878245	 816179	 864923	 -433027	 -419645	 -5808.53	 740139	 -731105	 -1.10846e+006	 -1.10354e+006	 -1.05516e+006	 -820801	 439048	 408010	 8.80522e-148	 -760459	 706700	 -15848.8	 -15888.7	 -15845.6	 -19.9207	 -39.7276	 -1.82553	 
2.4	 1.41438e+006	 1.39501e+006	 1.35288e+006	 816264	 873729	 811023	 870260	 -431654	 -420149	 -5779.28	 739070	 -731891	 -1.11493e+006	 -1.10159e+006	 -1.0574e+006	 -816110	 436790	 405431	 5.24338e-146	 -756548	 702234	 -15845.6	 -15885.6	 -15842	 -17.8441	 -35.6398	 2.42171	 
2.45	 1.41652e+006	 1.3945e+006	 1.35853e+006	 814886	 867620	 806603	 871786	 -430901	 -421689	 -5716.18	 739094	 -734461	 -1.11647e+006	 -1.10122e+006	 -1.06223e+006	 -814732	 433735	 403221	 2.85587e-144	 -751257	 698405	 -15844.7	 -15881.3	 -15839	 -15.8385	 -31.6684	 3.61997	 
2.5	 1.4117e+006	 1.39551e+006	 1.36592e+006	 816583	 859983	 803410	 869040	 -430621	 -423779	 -5616.61	 739953	 -737971	 -1.11249e+006	 -1.10204e+006	 -1.06843e+006	 -816430	 429915	 401624	 1.43875e-142	 -744641	 695639	 -15845.9	 -15875.9	 -15836.7	 -19.7421	 -39.4216	 3.19946	 
2.55	 1.40159e+006	 1.39693e+006	 1.37326e+006	 821940	 850799	 801449	 863047	 -430468	 -425862	 -5487.32	 741050	 -741460	 -1.10434e+006	 -1.10316e+006	 -1.07458e+006	 -821787	 425323	 400644	 6.7823e-141	 -736687	 693941	 -15849.7	 -15869.5	 -15835.4	 -19.9057	 -39.7694	 5.41008	 
2.6	 1.38974e+006	 1.39725e+006	 1.37902e+006	 830956	 841048	 801422	 855990	 -429974	 -427451	 -5342.25	 741583	 -744089	 -1.09482e+006	 -1.1034e+006	 -1.0795e+006	 -830805	 420447	 400630	 3.02484e-139	 -728241	 693917	 -15856.1	 -15862.8	 -15835.4	 -14.9137	 -29.7361	 6.62632	 
2.65	 1.38014e+006	 1.39554e+006	 1.38248e+006	 842442	 831740	 803849	 850308	 -428849	 -428319	 -5196.14	 741052	 -745471	 -1.08708e+006	 -1.10203e+006	 -1.08262e+006	 -842293	 415792	 401844	 1.28616e-137	 -720179	 696020	 -15864.1	 -15856.3	 -15837.1	 1.91712	 3.83653	 7.75054	 
2.7	 1.37573e+006	 1.39157e+006	 1.38361e+006	 853329	 824033	 809198	 847817	 -427020	 -428451	 -5058.76	 739326	 -745587	 -1.08343e+006	 -1.09887e+006	 -1.08393e+006	 -853181	 411938	 404519	 5.21703e-136	 -713503	 700653	 -15871.7	 -15851	 -15840.9	 20.7757	 41.4817	 9.59626	 
2.75	 1.37761e+006	 1.38582e+006	 1.3831e+006	 860317	 819098	 817953	 849192	 -424629	 -428054	 -4933.22	 736645	 -744808	 -1.08473e+006	 -1.09432e+006	 -1.08398e+006	 -860170	 409470	 408897	 2.00485e-134	 -709228	 708236	 -15876.5	 -15847.6	 -15847.1	 28.3722	 56.7154	 7.61966	 
2.8	 1.38507e+006	 1.37926e+006	 1.38217e+006	 861991	 816699	 829357	 854002	 -421969	 -427507	 -4817.61	 733515	 -743775	 -1.09045e+006	 -1.08915e+006	 -1.08371e+006	 -861845	 408270	 414600	 7.22816e-133	 -707150	 718114	 -15877.6	 -15845.9	 -15855.1	 27.4232	 54.8017	 2.97167	 
2.85	 1.39667e+006	 1.37262e+006	 1.3817e+006	 858659	 815829	 841779	 861358	 -419263	 -427086	 -4708.23	 730323	 -742964	 -1.09942e+006	 -1.08394e+006	 -1.08384e+006	 -858512	 407835	 420812	 2.424e-131	 -706397	 728874	 -15875.2	 -15845.4	 -15863.7	 17.4016	 34.7551	 -0.346902	 
2.9	 1.41099e+006	 1.36654e+006	 1.38226e+006	 852345	 815816	 853803	 870406	 -416699	 -426970	 -4601.32	 727393	 -742671	 -1.11052e+006	 -1.0792e+006	 -1.0848e+006	 -852197	 407829	 426825	 7.53039e-130	 -706386	 739289	 -15870.7	 -15845.4	 -15872.1	 -2.04217	 -4.06691	 -5.72652	 
2.95	 1.42546e+006	 1.36184e+006	 1.38443e+006	 846606	 815245	 863665	 879560	 -414538	 -427342	 -4489.02	 725175	 -743213	 -1.12173e+006	 -1.07558e+006	 -1.08704e+006	 -846458	 407543	 431757	 2.17454e-128	 -705891	 747831	 -15866.7	 -15845	 -15878.9	 -20.6308	 -41.2177	 -7.52604	 
3	 1.43804e+006	 1.35936e+006	 1.38863e+006	 844797	 813336	 870725	 887569	 -413037	 -428341	 -4365.72	 724120	 -744827	 -1.13144e+006	 -1.07374e+006	 -1.09089e+006	 -844648	 406589	 435287	 5.89741e-127	 -704238	 753946	 -15865.5	 -15843.7	 -15883.8	 -28.2947	 -56.3495	 -5.98362	 
3.05	 1.44913e+006	 1.35987e+006	 1.39514e+006	 847721	 810537	 875400	 894694	 -412432	 -430054	 -4233.09	 724649	 -747664	 -1.13994e+006	 -1.07426e+006	 -1.09657e+006	 -847572	 405189	 437625	 1.52013e-125	 -701813	 757995	 -15867.6	 -15841.7	 -15886.9	 -16.9507	 -34.4321	 -6.2373	 
3.1	 1.45389e+006	 1.36371e+006	 1.4038e+006	 854884	 807471	 877860	 897931	 -412830	 -432438	 -4077.4	 726956	 -751652	 -1.14346e+006	 -1.0774e+006	 -1.10394e+006	 -854737	 403655	 438855	 3.75861e-124	 -699158	 760126	 -15872.6	 -15839.6	 -15888.6	 -33.108	 -65.8775	 -3.11801	 
3.15	 1.45142e+006	 1.36995e+006	 1.41365e+006	 867412	 805488	 879175	 896703	 -413953	 -435192	 -3897.53	 730563	 -756275	 -1.14129e+006	 -1.08244e+006	 -1.11223e+006	 -867266	 402663	 439513	 9.01878e-123	 -697439	 761265	 -15881.4	 -15838.2	 -15889.5	 -8.16998	 -16.5242	 0.147753	 
3.2	 1.44319e+006	 1.37497e+006	 1.42307e+006	 881658	 805369	 880426	 891906	 -414698	 -437824	 -3699.45	 733527	 -760681	 -1.13459e+006	 -1.08651e+006	 -1.12018e+006	 -881515	 402604	 440138	 2.10787e-121	 -697337	 762348	 -15891.4	 -15838.2	 -15890.3	 1.8076	 3.55839	 -0.0846246	 
3.25	 1.43246e+006	 1.38285e+006	 1.43034e+006	 895497	 806392	 881704	 885550	 -416311	 -439797	 -3493.64	 738050	 -763939	 -1.12594e+006	 -1.09281e+006	 -1.12643e+006	 -895356	 403116	 440778	 4.7953e-120	 -698223	 763456	 -15901	 -15838.9	 -15891.2	 11.5814	 23.1004	 0.971869	 
3.3	 1.42359e+006	 1.38993e+006	 1.43399e+006	 907101	 807276	 883347	 880324	 -417675	 -440662	 -3292.12	 742164	 -765275	 -1.11876e+006	 -1.09847e+006	 -1.12983e+006	 -906962	 403558	 441599	 1.05808e-118	 -698988	 764878	 -15909	 -15839.5	 -15892.3	 18.9209	 37.6572	 1.96313	 
3.35	 1.42038e+006	 1.39457e+006	 1.43362e+006	 915429	 812120	 885674	 878595	 -418298	 -440286	 -3104.13	 744989	 -764454	 -1.11604e+006	 -1.1022e+006	 -1.13005e+006	 -915290	 405980	 442763	 2.25237e-117	 -703184	 766894	 -15914.7	 -15842.9	 -15893.9	 15.2352	 30.5165	 1.3688	 
3.4	 1.42431e+006	 1.39704e+006	 1.42982e+006	 920586	 820335	 888563	 881266	 -418257	 -438857	 -2931.97	 746658	 -761801	 -1.11893e+006	 -1.10421e+006	 -1.12758e+006	 -920449	 410088	 444208	 4.60535e-116	 -710300	 769397	 -15918.2	 -15848.7	 -15895.9	 26.0453	 51.9709	 1.61268	 
3.45	 1.43476e+006	 1.39836e+006	 1.4238e+006	 920877	 830630	 891977	 887979	 -417864	 -436741	 -2772.54	 747717	 -757952	 -1.12695e+006	 -1.10531e+006	 -1.12338e+006	 -920739	 415237	 445915	 8.98261e-115	 -719217	 772354	 -15918.3	 -15855.9	 -15898.3	 31.5497	 62.9233	 -0.0583809	 
3.5	 1.45024e+006	 1.39994e+006	 1.4172e+006	 915568	 841938	 895245	 897815	 -417543	 -434441	 -2621.22	 748920	 -753776	 -1.1389e+006	 -1.10663e+006	 -1.11873e+006	 -915429	 420892	 447549	 1.658e-113	 -729012	 775184	 -15914.6	 -15863.8	 -15900.6	 20.548	 41.0056	 -3.99005	 
3.55	 1.46715e+006	 1.40282e+006	 1.41157e+006	 906646	 852571	 897033	 908571	 -417603	 -432436	 -2470.78	 750823	 -750097	 -1.15197e+006	 -1.10896e+006	 -1.11484e+006	 -906506	 426209	 448443	 2.88373e-112	 -738222	 776733	 -15908.3	 -15871.2	 -15901.8	 4.35756	 8.6153	 -5.98428	 
3.6	 1.48174e+006	 1.40693e+006	 1.40779e+006	 897228	 863270	 896465	 917919	 -418026	 -431002	 -2314.95	 753396	 -747389	 -1.16317e+006	 -1.11226e+006	 -1.11244e+006	 -897087	 431559	 448159	 4.73154e-111	 -747489	 776241	 -15901.7	 -15878.6	 -15901.4	 -14.6177	 -29.2996	 -8.77138	 
3.65	 1.49151e+006	 1.41203e+006	 1.40626e+006	 890809	 873201	 892620	 924330	 -418742	 -430261	 -2150.04	 756512	 -745866	 -1.17056e+006	 -1.11632e+006	 -1.11181e+006	 -890667	 436526	 446237	 7.37317e-110	 -756091	 772911	 -15897.3	 -15885.5	 -15898.7	 -30.1383	 -60.2981	 -9.81058	 
3.7	 1.49547e+006	 1.41943e+006	 1.40698e+006	 890091	 880603	 885305	 927171	 -420151	 -430218	 -1975.08	 760891	 -745538	 -1.17336e+006	 -1.12218e+006	 -1.11295e+006	 -889949	 440227	 442578	 1.10306e-108	 -762502	 766575	 -15896.8	 -15890.6	 -15893.5	 -32.8991	 -65.8481	 -5.74925	 
3.75	 1.49387e+006	 1.42937e+006	 1.40956e+006	 895515	 885768	 875887	 926603	 -422325	 -430752	 -1791.63	 766670	 -746203	 -1.17178e+006	 -1.13002e+006	 -1.11557e+006	 -895374	 442810	 437869	 1.60144e-107	 -766976	 758417	 -15900.7	 -15894.1	 -15886.9	 -25.0443	 -50.1909	 -2.10103	 
3.8	 1.48693e+006	 1.44039e+006	 1.41332e+006	 905617	 889664	 865795	 922717	 -424831	 -431658	 -1601.53	 773071	 -747505	 -1.166e+006	 -1.13869e+006	 -1.1191e+006	 -905477	 444758	 432822	 2.27341e-106	 -770350	 749675	 -15907.8	 -15896.8	 -15879.9	 -12.1813	 -24.4842	 1.48645	 
