Time	 FAIRTEN1	 FAIRTEN2	 FAIRTEN3	 ANCHTEN1	 ANCHTEN2	 ANCHTEN3	 CON1FX	 CON3FX	 CON5FX	 CON1FY	 CON3FY	 CON5FY	 CON1FZ	 CON3FZ	 CON5FZ	 CON2FX	 CON4FX	 CON6FX	 CON2FY	 CON4FY	 CON6FY	 CON2FZ	 CON4FZ	 CON6FZ	 L1N1FX	 L1N2FX	 L3N1FX	 
(s)	 (N)     	 (N)     	 (N)     	 (N)     	 (N)     	 (N)     	 (N)     	 (N)     	 (N)     	 (N)     	 (N)     	 (N)     	 (N)     	 (N)     	 (N)     	 (N)     	 (N)     	 (N)     	 (N)     	 (N)     	 (N)     	 (N)     	 (N)     	 (N)     	 (N)     	 (N)     	 (N)     	 
11.2	 1.44365e+006	 1.35082e+006	 1.23627e+006	 914462	 799115	 696827	 943056	 -437946	 -379990	 -4955.24	 735742	 -666080	 -1.09305e+006	 -1.04479e+006	 -969697	 -914324	 399476	 348322	 1.78192e-016	 -691919	 603317	 -15913.8	 -15833.8	 -15762.6	 10.3284	 20.8732	 -3.6985	 
11.25	 1.44534e+006	 1.34336e+006	 1.23242e+006	 909869	 797926	 693066	 944216	 -435839	 -378866	 -5088	 731486	 -664367	 -1.09427e+006	 -1.03903e+006	 -966404	 -909730	 398882	 346441	 3.34306e-016	 -690890	 600058	 -15910.5	 -15833	 -15759.9	 6.03752	 12.2704	 -0.520203	 
11.3	 1.44877e+006	 1.34066e+006	 1.22946e+006	 904073	 793852	 688898	 946550	 -435248	 -378000	 -5216.56	 729837	 -663109	 -1.0968e+006	 -1.03694e+006	 -963827	 -903933	 396845	 344357	 6.22423e-016	 -687361	 596448	 -15906.5	 -15830.1	 -15757	 -3.30125	 -6.33651	 2.06246	 
11.35	 1.45262e+006	 1.33844e+006	 1.22691e+006	 898667	 790659	 685109	 949173	 -434782	 -377247	 -5335.73	 728452	 -662051	 -1.09961e+006	 -1.03526e+006	 -961598	 -898526	 395248	 342462	 1.15163e-015	 -684595	 593166	 -15902.7	 -15827.9	 -15754.4	 -8.07932	 -15.8978	 0.489441	 
11.4	 1.45552e+006	 1.33678e+006	 1.22461e+006	 894520	 790543	 681203	 951201	 -434465	 -376561	 -5440.45	 727370	 -661107	 -1.10169e+006	 -1.034e+006	 -959593	 -894379	 395190	 340508	 2.11969e-015	 -684495	 589782	 -15899.9	 -15827.9	 -15751.6	 -8.86682	 -17.4858	 -1.16754	 
11.45	 1.45649e+006	 1.33609e+006	 1.22222e+006	 891785	 790271	 676651	 951982	 -434432	 -375834	 -5527.09	 726819	 -660077	 -1.1023e+006	 -1.0335e+006	 -957532	 -891644	 395054	 338232	 3.8833e-015	 -684258	 585840	 -15898	 -15827.7	 -15748.5	 -7.82103	 -15.4092	 -0.468616	 
11.5	 1.45507e+006	 1.33644e+006	 1.2191e+006	 890303	 789253	 671743	 951208	 -434715	 -374872	 -5594.55	 726858	 -658619	 -1.10109e+006	 -1.03382e+006	 -954928	 -890161	 394544	 335777	 7.08317e-015	 -683377	 581588	 -15897	 -15827	 -15745	 -7.53053	 -14.8231	 1.79089	 
11.55	 1.45117e+006	 1.33747e+006	 1.21462e+006	 890006	 786274	 667315	 948815	 -435189	 -373481	 -5643.49	 727279	 -656388	 -1.09801e+006	 -1.03466e+006	 -951297	 -889864	 393055	 333563	 1.28682e-014	 -680797	 577752	 -15896.8	 -15824.9	 -15741.9	 -7.25167	 -14.2692	 3.87482	 
11.6	 1.44514e+006	 1.3383e+006	 1.20878e+006	 890834	 782496	 664005	 945020	 -435564	 -371658	 -5676.18	 727604	 -653374	 -1.09332e+006	 -1.03534e+006	 -946633	 -890692	 391165	 331907	 2.32933e-014	 -677524	 574885	 -15897.4	 -15822.2	 -15739.6	 -5.93245	 -11.6131	 2.96621	 
11.65	 1.43809e+006	 1.33751e+006	 1.20244e+006	 892476	 781046	 661539	 940543	 -435375	 -369669	 -5697.36	 727061	 -650052	 -1.08787e+006	 -1.03478e+006	 -941621	 -892335	 390440	 330674	 4.20127e-014	 -676268	 572748	 -15898.6	 -15821.2	 -15737.9	 -1.90042	 -3.55181	 1.78812	 
11.7	 1.43159e+006	 1.33626e+006	 1.19651e+006	 894143	 781194	 659488	 936411	 -434999	 -367784	 -5712.82	 726278	 -646903	 -1.08284e+006	 -1.03387e+006	 -936952	 -894001	 390514	 329648	 7.54579e-014	 -676397	 570972	 -15899.8	 -15821.4	 -15736.5	 4.30769	 8.82726	 0.988722	 
11.75	 1.4251e+006	 1.33626e+006	 1.19105e+006	 894758	 781921	 657561	 932272	 -434994	 -366025	 -5720.1	 726188	 -643975	 -1.07784e+006	 -1.03393e+006	 -932691	 -894617	 390878	 328684	 1.34807e-013	 -677026	 569303	 -15900.2	 -15821.9	 -15735.1	 7.67248	 15.5919	 0.326469	 
11.8	 1.41906e+006	 1.33623e+006	 1.18584e+006	 893429	 783337	 655486	 928399	 -434947	 -364323	 -5720.34	 726093	 -641146	 -1.0732e+006	 -1.03399e+006	 -928662	 -893287	 391586	 327646	 2.39266e-013	 -678253	 567505	 -15899.2	 -15822.9	 -15733.7	 26.8596	 53.9798	 -0.640777	 
11.85	 1.41853e+006	 1.33498e+006	 1.18102e+006	 887236	 785549	 652886	 928137	 -434462	 -362720	 -5733.95	 725331	 -638493	 -1.07274e+006	 -1.03311e+006	 -924964	 -887093	 392692	 326346	 4.20272e-013	 -680169	 565253	 -15894.9	 -15824.5	 -15731.9	 2.64258	 5.69657	 -1.9074	 
11.9	 1.41959e+006	 1.33207e+006	 1.17599e+006	 880066	 788054	 649382	 928892	 -433396	 -361036	 -5745.49	 723660	 -635697	 -1.07348e+006	 -1.03097e+006	 -921132	 -879922	 393945	 324594	 7.32967e-013	 -682339	 562218	 -15889.9	 -15826.2	 -15729.4	 -6.68138	 -13.127	 -1.29624	 
11.95	 1.42155e+006	 1.32843e+006	 1.16578e+006	 873774	 789965	 645237	 930216	 -432054	 -357740	 -5753.15	 721589	 -630051	 -1.07492e+006	 -1.02828e+006	 -913289	 -873630	 394901	 322521	 1.27132e-012	 -683994	 558627	 -15885.5	 -15827.5	 -15726.5	 1.79629	 3.75641	 0.705042	 
12	 1.42395e+006	 1.32596e+006	 1.16379e+006	 867096	 790457	 640373	 931814	 -431065	 -356981	 -5756.71	 720167	 -628854	 -1.07672e+006	 -1.02651e+006	 -911875	 -866951	 395147	 320088	 2.18988e-012	 -684420	 554413	 -15880.9	 -15827.9	 -15723.1	 -2.81724	 -5.40524	 -16.8261	 
12.05	 1.42601e+006	 1.32504e+006	 1.16313e+006	 860749	 789973	 631105	 933156	 -430548	 -356632	 -5754.23	 719594	 -628356	 -1.07828e+006	 -1.02594e+006	 -911518	 -860603	 394905	 315453	 3.74924e-012	 -684001	 546384	 -15876.5	 -15827.5	 -15716.6	 -4.96138	 -9.63561	 15.9385	 
12.1	 1.42665e+006	 1.32498e+006	 1.16194e+006	 855025	 789665	 625951	 933549	 -430281	 -356119	 -5742.55	 719498	 -627542	 -1.07878e+006	 -1.02604e+006	 -910759	 -854878	 394751	 312875	 6.38293e-012	 -683734	 541920	 -15872.5	 -15827.3	 -15713	 -6.09372	 -12.1095	 10.911	 
12.15	 1.4248e+006	 1.3255e+006	 1.16022e+006	 850654	 789293	 624638	 932281	 -430173	 -355447	 -5717.8	 719727	 -626420	 -1.07744e+006	 -1.0266e+006	 -909598	 -850506	 394565	 312218	 1.08174e-011	 -683411	 540782	 -15869.5	 -15827	 -15712.1	 -19.9468	 -39.5167	 0.279929	 
12.2	 1.41955e+006	 1.32649e+006	 1.15783e+006	 849499	 787891	 623357	 928749	 -430187	 -354571	 -5676.07	 720219	 -624914	 -1.07356e+006	 -1.02751e+006	 -907925	 -849351	 393864	 311578	 1.82979e-011	 -682198	 539673	 -15868.7	 -15826	 -15711.2	 -13.924	 -27.6198	 -2.15866	 
12.25	 1.41266e+006	 1.32741e+006	 1.15447e+006	 850637	 785227	 620752	 924112	 -430153	 -353397	 -5623.77	 720689	 -622862	 -1.06846e+006	 -1.02839e+006	 -905511	 -850489	 392531	 310275	 3.08831e-011	 -679890	 537416	 -15869.6	 -15824.2	 -15709.4	 -4.78609	 -9.41044	 -6.61656	 
12.3	 1.40646e+006	 1.32637e+006	 1.15037e+006	 852536	 781902	 616399	 919900	 -429451	 -351990	 -5569.29	 720092	 -620387	 -1.06389e+006	 -1.02776e+006	 -902538	 -852388	 390869	 308097	 5.19509e-011	 -677010	 533645	 -15870.9	 -15821.8	 -15706.3	 -2.47106	 -4.73553	 8.47794	 
12.35	 1.40115e+006	 1.32008e+006	 1.14546e+006	 854685	 779164	 614618	 916264	 -427011	 -350323	 -5513.05	 716629	 -617446	 -1.06003e+006	 -1.02309e+006	 -898953	 -854537	 389499	 307207	 8.70816e-011	 -674638	 532102	 -15872.4	 -15819.9	 -15705.1	 -0.86022	 -1.49289	 7.83564	 
12.4	 1.39707e+006	 1.31752e+006	 1.13939e+006	 856686	 775780	 615278	 913417	 -425759	 -348284	 -5456.13	 715212	 -613845	 -1.0571e+006	 -1.02131e+006	 -894490	 -856539	 387807	 307537	 1.4541e-010	 -671707	 532674	 -15873.8	 -15817.6	 -15705.6	 4.2491	 8.67703	 -0.0708088	 
12.45	 1.39472e+006	 1.3149e+006	 1.13542e+006	 857685	 770593	 615914	 911694	 -424456	 -346871	 -5400.59	 713759	 -611345	 -1.05547e+006	 -1.01949e+006	 -891690	 -857538	 385213	 307855	 2.41643e-010	 -667214	 533225	 -15874.5	 -15813.9	 -15706	 7.30352	 14.8142	 -0.294049	 
12.5	 1.39467e+006	 1.31179e+006	 1.13512e+006	 857047	 769435	 616248	 911485	 -422961	 -346570	 -5349.42	 712035	 -610800	 -1.05558e+006	 -1.0173e+006	 -891795	 -856900	 384634	 308022	 3.99265e-010	 -666211	 533514	 -15874.1	 -15813.2	 -15706.3	 10.0886	 20.3156	 -0.277013	 
12.55	 1.39759e+006	 1.30811e+006	 1.13607e+006	 854468	 769035	 616346	 913242	 -421258	 -346638	 -5305.88	 710012	 -610897	 -1.05793e+006	 -1.01468e+006	 -892916	 -854321	 384434	 308071	 6.55456e-010	 -665864	 533599	 -15872.2	 -15812.9	 -15706.3	 4.17707	 8.50731	 0.2736	 
12.6	 1.40284e+006	 1.304e+006	 1.13638e+006	 851095	 767874	 616337	 916545	 -419388	 -346496	 -5267.89	 707757	 -610606	 -1.06202e+006	 -1.01174e+006	 -893570	 -850947	 383853	 308066	 1.07006e-009	 -664859	 533591	 -15869.9	 -15812.1	 -15706.3	 -6.33708	 -12.4445	 -0.169327	 
12.65	 1.40887e+006	 1.29998e+006	 1.13593e+006	 848692	 764581	 616106	 920381	 -417525	 -346106	 -5229.55	 705564	 -609862	 -1.06668e+006	 -1.00886e+006	 -893652	 -848544	 382206	 307951	 1.7404e-009	 -662006	 533391	 -15868.2	 -15809.8	 -15706.2	 -9.5704	 -18.9361	 -0.734296	 
12.7	 1.41458e+006	 1.29674e+006	 1.13647e+006	 847846	 758819	 615438	 924026	 -415895	 -346013	 -5186.3	 703812	 -609617	 -1.07107e+006	 -1.00659e+006	 -894542	 -847697	 379325	 307617	 2.82235e-009	 -657015	 532812	 -15867.6	 -15805.7	 -15705.7	 -7.70671	 -15.2766	 -0.737836	 
12.75	 1.41925e+006	 1.29382e+006	 1.13848e+006	 848370	 753951	 614565	 927019	 -414347	 -346362	 -5135.04	 702249	 -610131	 -1.07466e+006	 -1.00456e+006	 -896614	 -848221	 376891	 307180	 4.56392e-009	 -652799	 532056	 -15868	 -15802.3	 -15705.1	 -9.32626	 -18.4836	 3.82699	 
12.8	 1.42222e+006	 1.29112e+006	 1.14057e+006	 850507	 750544	 615108	 928913	 -412853	 -346723	 -5072.45	 700819	 -610646	 -1.07694e+006	 -1.00269e+006	 -898776	 -850359	 375187	 307452	 7.36399e-009	 -649848	 532526	 -15869.5	 -15800	 -15705.5	 -10.9071	 -21.6563	 7.39511	 
12.85	 1.42304e+006	 1.29065e+006	 1.14205e+006	 854536	 747636	 618052	 929405	 -412060	 -346883	 -4996.44	 700622	 -610797	 -1.0776e+006	 -1.00255e+006	 -900490	 -854389	 373732	 308924	 1.18646e-008	 -647328	 535077	 -15872.4	 -15798	 -15707.6	 -10.3369	 -20.5317	 3.16626	 
12.9	 1.42131e+006	 1.29184e+006	 1.143e+006	 860347	 745044	 621940	 928213	 -411782	 -346863	 -4906.08	 701345	 -610627	 -1.07634e+006	 -1.0037e+006	 -901817	 -860201	 372436	 310869	 1.90935e-008	 -645083	 538445	 -15876.4	 -15796.2	 -15710.3	 -7.65442	 -15.1598	 -2.08832	 
12.95	 1.41489e+006	 1.29273e+006	 1.14352e+006	 867361	 742844	 624989	 923918	 -411386	 -346694	 -4795.28	 701903	 -610190	 -1.07157e+006	 -1.00461e+006	 -902838	 -867216	 371336	 312394	 3.06832e-008	 -643178	 541086	 -15881.3	 -15794.7	 -15712.5	 1.21171	 2.84442	 -3.15671	 
13	 1.41334e+006	 1.29206e+006	 1.14363e+006	 873064	 741287	 626928	 922794	 -410477	 -346379	 -4697.63	 701616	 -609498	 -1.0705e+006	 -1.00433e+006	 -903566	 -872920	 370557	 313364	 4.91093e-008	 -641829	 542766	 -15885.3	 -15793.6	 -15713.8	 26.2096	 51.4658	 0.248038	 
13.05	 1.41423e+006	 1.28983e+006	 1.14332e+006	 875969	 740640	 628874	 923216	 -409048	 -345915	 -4605.6	 700466	 -608545	 -1.0713e+006	 -1.00284e+006	 -903993	 -875825	 370233	 314337	 7.81411e-008	 -641268	 544452	 -15887.3	 -15793.1	 -15715.2	 -18.7568	 -36.6848	 1.88568	 
13.1	 1.41664e+006	 1.28779e+006	 1.13902e+006	 880802	 740541	 631376	 924589	 -407661	 -344217	 -4516.9	 699406	 -605417	 -1.0733e+006	 -1.00152e+006	 -901309	 -880659	 370184	 315588	 1.24236e-007	 -641182	 546619	 -15890.6	 -15793.1	 -15716.9	 6.11423	 12.138	 0.824442	 
13.15	 1.42084e+006	 1.28703e+006	 1.13526e+006	 884645	 741122	 634010	 927085	 -406666	 -342669	 -4432.28	 699037	 -602544	 -1.0767e+006	 -1.00121e+006	 -899077	 -884502	 370475	 316906	 1.96707e-007	 -641686	 548901	 -15893.3	 -15793.5	 -15718.8	 10.9538	 21.9706	 -3.04525	 
13.2	 1.42696e+006	 1.28726e+006	 1.13921e+006	 886350	 743200	 634219	 930795	 -405965	 -343454	 -4351.2	 699188	 -603759	 -1.08158e+006	 -1.00169e+006	 -902950	 -886208	 371514	 317010	 3.0973e-007	 -643486	 549082	 -15894.4	 -15795	 -15718.9	 12.071	 24.2471	 -21.615	 
13.25	 1.43458e+006	 1.2882e+006	 1.14355e+006	 885624	 746692	 629802	 935456	 -405470	 -344343	 -4270.8	 699701	 -605136	 -1.08762e+006	 -1.00273e+006	 -907161	 -885482	 373260	 314801	 4.84655e-007	 -646511	 545256	 -15893.9	 -15797.4	 -15715.8	 11.9247	 23.7392	 19.9194	 
13.3	 1.44268e+006	 1.28978e+006	 1.14698e+006	 883147	 750277	 630269	 940412	 -405165	 -344948	 -4186.45	 700546	 -605994	 -1.09405e+006	 -1.0043e+006	 -910687	 -883004	 375053	 315035	 7.53843e-007	 -649617	 545660	 -15892.1	 -15800	 -15716.1	 -10.3737	 -20.6007	 2.3772	 
13.35	 1.44936e+006	 1.29203e+006	 1.14949e+006	 882496	 752754	 631986	 944425	 -405060	 -345263	 -4091.18	 701736	 -606329	 -1.0994e+006	 -1.0064e+006	 -913506	 -882353	 376291	 315893	 1.16983e-006	 -651761	 547148	 -15891.7	 -15801.7	 -15717.3	 -17.9362	 -35.7199	 -3.64038	 
13.4	 1.45383e+006	 1.29491e+006	 1.15161e+006	 884885	 754285	 632201	 947004	 -405140	 -345449	 -3981.82	 703248	 -606424	 -1.10308e+006	 -1.009e+006	 -916032	 -884742	 377057	 316001	 1.81388e-006	 -653088	 547334	 -15893.3	 -15802.7	 -15717.5	 -8.78645	 -17.6002	 -7.94744	 
13.45	 1.45775e+006	 1.29815e+006	 1.15371e+006	 888977	 755982	 629615	 949250	 -405326	 -345619	 -3862.26	 704946	 -606486	 -1.10632e+006	 -1.0119e+006	 -918570	 -888835	 377906	 314707	 2.80712e-006	 -654558	 545094	 -15896.2	 -15803.9	 -15715.6	 -6.29491	 -12.5872	 -2.26415	 
13.5	 1.46092e+006	 1.30174e+006	 1.15564e+006	 894261	 758698	 626946	 951031	 -405612	 -345722	 -3731.43	 706833	 -606429	 -1.10897e+006	 -1.01509e+006	 -920993	 -894120	 379264	 313372	 4.3351e-006	 -656910	 542781	 -15899.9	 -15805.8	 -15713.7	 -5.92617	 -11.85	 13.198	 
13.55	 1.4623e+006	 1.30549e+006	 1.15596e+006	 900655	 762370	 628427	 951680	 -405933	 -345320	 -3586.35	 708797	 -605489	 -1.11023e+006	 -1.01839e+006	 -922161	 -900514	 381101	 314113	 6.68211e-006	 -660091	 544064	 -15904.4	 -15808.4	 -15714.8	 -5.11564	 -10.2088	 4.89631	 
13.6	 1.4619e+006	 1.30519e+006	 1.15456e+006	 907894	 766616	 631698	 951199	 -404972	 -344384	 -3426.64	 708549	 -603615	 -1.11011e+006	 -1.01856e+006	 -921988	 -907754	 383224	 315749	 1.02796e-005	 -663769	 546898	 -15909.4	 -15811.3	 -15717.1	 0.624037	 1.22633	 -1.71316	 
13.65	 1.46083e+006	 1.30982e+006	 1.15516e+006	 914941	 770290	 634460	 950322	 -405539	 -344031	 -3254.83	 711007	 -602765	 -1.10946e+006	 -1.02256e+006	 -923426	 -914803	 385061	 317130	 1.57676e-005	 -666951	 549291	 -15914.3	 -15813.9	 -15719.1	 7.64274	 15.2253	 -1.97098	 
13.7	 1.46147e+006	 1.31435e+006	 1.158e+006	 920607	 770291	 636588	 950595	 -406058	 -344334	 -3075.92	 713422	 -603060	 -1.11007e+006	 -1.02648e+006	 -926669	 -920469	 385062	 318195	 2.40837e-005	 -666952	 551134	 -15918.2	 -15813.9	 -15720.6	 8.59931	 17.1186	 -0.0111202	 
13.75	 1.46521e+006	 1.31746e+006	 1.16062e+006	 924797	 773119	 638761	 952921	 -406120	 -344557	 -2892.35	 715080	 -603207	 -1.113e+006	 -1.02928e+006	 -929757	 -924660	 386476	 319282	 3.66215e-005	 -669402	 553017	 -15921.1	 -15815.8	 -15722.1	 3.778	 7.50632	 1.33095	 
13.8	 1.47147e+006	 1.32023e+006	 1.16205e+006	 928327	 777741	 641399	 956917	 -406069	 -344419	 -2702.64	 716577	 -602709	 -1.11782e+006	 -1.03181e+006	 -931920	 -928191	 388788	 320601	 5.54723e-005	 -673406	 555302	 -15923.5	 -15819.1	 -15723.9	 1.60964	 3.18143	 0.205327	 
13.85	 1.47934e+006	 1.32362e+006	 1.16388e+006	 931532	 781804	 644125	 961987	 -406201	 -344399	 -2505.73	 718435	 -602401	 -1.12384e+006	 -1.0348e+006	 -934410	 -931396	 390820	 321965	 8.37169e-005	 -676925	 557664	 -15925.7	 -15821.9	 -15725.8	 3.69048	 7.30498	 -1.39033	 
13.9	 1.4882e+006	 1.32775e+006	 1.1684e+006	 934076	 784903	 646334	 967719	 -406558	 -345180	 -2301.51	 720729	 -603478	 -1.1306e+006	 -1.03835e+006	 -939051	 -933940	 392369	 323069	 0.000125813	 -679609	 559577	 -15927.4	 -15824.1	 -15727.4	 5.62185	 11.1163	 -2.2202	 
13.95	 1.49735e+006	 1.33229e+006	 1.17492e+006	 935747	 786557	 648068	 973649	 -407041	 -346559	 -2089.79	 723282	 -605586	 -1.13757e+006	 -1.0422e+006	 -945299	 -935612	 393196	 323936	 0.000188214	 -681042	 561079	 -15928.6	 -15825.2	 -15728.6	 1.60015	 3.07205	 3.21853	 
14	 1.50571e+006	 1.33627e+006	 1.18151e+006	 937355	 789381	 651099	 979061	 -407349	 -347963	 -1869.97	 725560	 -607728	 -1.14394e+006	 -1.04558e+006	 -951612	 -937220	 394609	 325453	 0.000280477	 -683488	 563705	 -15929.7	 -15827.2	 -15730.7	 -6.89961	 -13.8951	 5.6252	 
14.05	 1.51226e+006	 1.33888e+006	 1.18751e+006	 940389	 793296	 656037	 983279	 -407237	 -349191	 -1641.68	 727122	 -609557	 -1.14895e+006	 -1.04788e+006	 -957438	 -940254	 396566	 327922	 0.000416986	 -686879	 567982	 -15931.8	 -15829.9	 -15734.2	 -11.2799	 -22.6649	 0.493403	 
14.1	 1.51684e+006	 1.34238e+006	 1.1931e+006	 945638	 796482	 661224	 986197	 -407392	 -350300	 -1405.71	 729195	 -611180	 -1.15249e+006	 -1.05085e+006	 -962931	 -945504	 398160	 330516	 0.000619062	 -689639	 572476	 -15935.4	 -15832.1	 -15737.8	 -10.9334	 -21.959	 -2.59123	 
14.15	 1.52013e+006	 1.34769e+006	 1.19846e+006	 952927	 799305	 665662	 988239	 -408095	 -351344	 -1162.97	 732287	 -612690	 -1.15507e+006	 -1.05522e+006	 -968231	 -952793	 399572	 332736	 0.000917818	 -692084	 576321	 -15940.5	 -15834.1	 -15740.9	 -4.31986	 -8.81949	 -0.692151	 
14.2	 1.52279e+006	 1.35329e+006	 1.20345e+006	 961190	 802567	 670143	 989829	 -408872	 -352279	 -914.245	 735552	 -614015	 -1.15721e+006	 -1.0598e+006	 -973226	 -961058	 401203	 334977	 0.00135775	 -694910	 580202	 -15946.2	 -15836.3	 -15744.1	 -0.861444	 -1.87453	 4.15658	 
14.25	 1.52503e+006	 1.35824e+006	 1.20785e+006	 969704	 806545	 676202	 991100	 -409439	 -353043	 -659.883	 738472	 -615044	 -1.15907e+006	 -1.06387e+006	 -977746	 -969573	 403192	 338007	 0.00200298	 -698355	 585451	 -15952.1	 -15839.1	 -15748.3	 3.13227	 6.07865	 4.2151	 
14.3	 1.52705e+006	 1.3625e+006	 1.21202e+006	 977790	 810944	 683781	 992180	 -409788	 -353738	 -400.157	 741019	 -615954	 -1.1608e+006	 -1.06741e+006	 -982066	 -977660	 405392	 341797	 0.00294483	 -702165	 592015	 -15957.7	 -15842.2	 -15753.7	 5.41299	 10.67	 0.0439529	 
14.35	 1.52956e+006	 1.36714e+006	 1.21708e+006	 984928	 815054	 691471	 993532	 -410247	 -354697	 -135.332	 743774	 -617328	 -1.16294e+006	 -1.07125e+006	 -987107	 -984799	 407448	 345644	 0.00431249	 -705726	 598677	 -15962.6	 -15845	 -15759	 9.40896	 18.6016	 -2.69818	 
14.4	 1.53358e+006	 1.37248e+006	 1.22361e+006	 990508	 818512	 698366	 995844	 -410914	 -356090	 134.899	 746901	 -619456	 -1.16626e+006	 -1.07563e+006	 -993330	 -990380	 409177	 349092	 0.00628572	 -708721	 604650	 -15966.4	 -15847.4	 -15763.9	 9.41073	 18.608	 -2.22054	 
14.45	 1.5397e+006	 1.37762e+006	 1.23077e+006	 994559	 822467	 704577	 999504	 -411523	 -357670	 411.564	 749910	 -621905	 -1.17118e+006	 -1.07987e+006	 -1.00005e+006	 -994431	 411155	 352198	 0.00911717	 -712147	 610030	 -15969.2	 -15850.2	 -15768.2	 5.97094	 11.7306	 -1.63175	 
14.5	 1.54758e+006	 1.38244e+006	 1.23767e+006	 997730	 827778	 710313	 1.00432e+006	 -412036	 -359178	 696.091	 752729	 -624227	 -1.17743e+006	 -1.08387e+006	 -1.00656e+006	 -997602	 413811	 355067	 0.0131648	 -716747	 614999	 -15971.4	 -15853.9	 -15772.2	 1.89563	 3.59759	 -1.69529	 
14.55	 1.55621e+006	 1.38751e+006	 1.24454e+006	 1.00072e+006	 833730	 715563	 1.00964e+006	 -412629	 -360686	 989.698	 755678	 -626547	 -1.18424e+006	 -1.08806e+006	 -1.01303e+006	 -1.00059e+006	 416787	 357692	 0.0189335	 -721902	 619546	 -15973.4	 -15858	 -15775.8	 0.667516	 1.12218	 -1.81767	 
14.6	 1.56455e+006	 1.39315e+006	 1.25218e+006	 1.00377e+006	 839361	 720316	 1.01482e+006	 -413390	 -362427	 1292.52	 758928	 -629271	 -1.19079e+006	 -1.0927e+006	 -1.02011e+006	 -1.00364e+006	 419603	 360069	 0.0271239	 -726780	 623664	 -15975.5	 -15861.9	 -15779.1	 1.02799	 1.81135	 -1.25355	 
14.65	 1.57181e+006	 1.39913e+006	 1.2606e+006	 1.00689e+006	 844389	 724868	 1.01934e+006	 -414257	 -364403	 1603.89	 762371	 -632404	 -1.19647e+006	 -1.09761e+006	 -1.02781e+006	 -1.00677e+006	 422117	 362346	 0.0387036	 -731135	 627607	 -15977.6	 -15865.4	 -15782.3	 -0.80643	 -1.85338	 0.935905	 
14.7	 1.57745e+006	 1.40498e+006	 1.26886e+006	 1.01042e+006	 849436	 729994	 1.02288e+006	 -415079	 -366340	 1922.08	 765740	 -635474	 -1.20086e+006	 -1.10242e+006	 -1.03537e+006	 -1.0103e+006	 424641	 364909	 0.0550245	 -735506	 632047	 -15980.1	 -15868.9	 -15785.9	 -3.13095	 -6.51158	 2.47971	 
14.75	 1.58121e+006	 1.41047e+006	 1.27615e+006	 1.01481e+006	 854976	 736126	 1.02524e+006	 -415789	 -368001	 2244.76	 768914	 -638075	 -1.20378e+006	 -1.10694e+006	 -1.04212e+006	 -1.01468e+006	 427411	 367976	 0.0779746	 -740304	 637358	 -15983.1	 -15872.8	 -15790.2	 -4.8808	 -9.9999	 0.441254	 
14.8	 1.58334e+006	 1.41614e+006	 1.28237e+006	 1.02032e+006	 860504	 742578	 1.0266e+006	 -416549	 -369356	 2569.27	 772195	 -640154	 -1.20543e+006	 -1.1116e+006	 -1.04798e+006	 -1.02019e+006	 430176	 371203	 0.110174	 -745093	 642947	 -15986.9	 -15876.6	 -15794.7	 -3.74444	 -7.72879	 -1.81511	 
14.85	 1.58469e+006	 1.42254e+006	 1.28775e+006	 1.0267e+006	 865782	 748605	 1.02748e+006	 -417521	 -370472	 2894.14	 775883	 -641827	 -1.20645e+006	 -1.11683e+006	 -1.05314e+006	 -1.02657e+006	 432816	 374217	 0.155186	 -749665	 648168	 -15991.3	 -15880.2	 -15798.9	 0.945427	 1.61516	 -1.76607	 
14.9	 1.58615e+006	 1.42934e+006	 1.29252e+006	 1.03313e+006	 871200	 754256	 1.02845e+006	 -418607	 -371413	 3219.12	 779788	 -643209	 -1.20754e+006	 -1.12237e+006	 -1.0578e+006	 -1.033e+006	 435525	 377043	 0.21775	 -754358	 653062	 -15995.8	 -15884	 -15802.8	 4.49858	 8.72696	 -0.333811	 
14.95	 1.58828e+006	 1.43576e+006	 1.29694e+006	 1.03893e+006	 877017	 760020	 1.02985e+006	 -419583	 -372257	 3544.35	 783487	 -644432	 -1.20915e+006	 -1.12762e+006	 -1.06216e+006	 -1.03881e+006	 438434	 379925	 0.304172	 -759396	 658056	 -15999.7	 -15888	 -15806.8	 7.24706	 14.2078	 0.338632	 
15	 1.59128e+006	 1.4415e+006	 1.30149e+006	 1.04364e+006	 883061	 766086	 1.0318e+006	 -420362	 -373140	 3869.94	 786801	 -645728	 -1.21143e+006	 -1.13233e+006	 -1.06662e+006	 -1.04352e+006	 441456	 382959	 0.422776	 -764631	 663310	 -16003	 -15892.2	 -15811	 8.20578	 16.1349	 -0.866857	 
15.05	 1.59529e+006	 1.44687e+006	 1.30677e+006	 1.04704e+006	 888927	 771998	 1.03437e+006	 -421039	 -374238	 4196.85	 789900	 -647398	 -1.21451e+006	 -1.13676e+006	 -1.07167e+006	 -1.04692e+006	 444390	 385916	 0.584509	 -769712	 668431	 -16005.3	 -15896.3	 -15815.1	 8.9924	 17.6709	 -3.01677	 
