t,x,y,z,rx,ry,rz
8.15,-2.46812164272983,-2.5541668185485,1.39298659974145,-0.0205781209020952,0.0172234273865613,0.0306891531966768
8.2,-2.48526146158521,-2.5769616372972,1.45818697557494,-0.0207061856576908,0.0172568188512775,0.0308594665091569
8.25,-2.50162466812358,-2.59879516680285,1.52276892307703,-0.0208171458550043,0.0172808746894512,0.0310194871263457
8.3,-2.51719798952963,-2.61965219650901,1.58667135987857,-0.0209109952457569,0.0172954419753332,0.0311691172574454
8.35,-2.53196791756544,-2.63951860054324,1.6498324690548,-0.0209877483685414,0.0173002065322049,0.0313082819754711
8.4,-2.545918695944,-2.65837980938029,1.71219136183576,-0.0210474968007836,0.0172949738431212,0.0314368980980306
8.45,-2.55904163776222,-2.67622107936355,1.7736891729714,-0.0210903882671513,0.0172795087773253,0.0315548844498605
8.5,-2.5713224745381,-2.69302632805134,1.83426454367064,-0.0211166599404367,0.0172535866411292,0.0316621391037325
8.55,-2.58276156688674,-2.70877743452797,1.89386446773103,-0.0211266072525222,0.0172172220080322,0.0317585372162451
8.6,-2.59335371180122,-2.72345766964644,1.95243739572564,-0.0211205485689167,0.0171704460845213,0.0318439664231011
8.65,-2.60310183731771,-2.73705248122064,2.00992975714153,-0.0210987730557707,0.0171133285615936,0.0319183456013969
8.7,-2.61200856580769,-2.74954947670223,2.06629276906784,-0.0210615283403984,0.0170460639736474,0.0319816060898797
8.75,-2.62007807193091,-2.76093926241999,2.12147470971973,-0.021008980839944,0.0169686772963445,0.0320337145702141
8.8,-2.62731307588567,-2.7712165880695,2.17542470205102,-0.0209412179604964,0.0168812319898563,0.0320746898046895
8.85,-2.6337088911501,-2.78038126019194,2.22809237232596,-0.0208582417615442,0.016783814395621,0.0321046253953138
8.9,-2.63926570138356,-2.78843606924855,2.27942366401333,-0.020760012728833,0.0166763048713184,0.0321236628359293
8.95,-2.6439744625735,-2.79538180342143,2.32936406375689,-0.0206465350162466,0.0165586045964062,0.032131883266893
9,-2.64783198945139,-2.80121471123023,2.37786415561722,-0.0205178939354788,0.0164306251350512,0.0321293158177501
9.05,-2.65083615453329,-2.80592935728358,2.42486932069386,-0.020374237193744,0.0162922125492133,0.0321159625654425
9.1,-2.65298292730293,-2.8095209015358,2.47033307171636,-0.0202157395857671,0.0161433584787656,0.0320918401429579
9.15,-2.65428127575239,-2.811985389212,2.51420839548887,-0.0200425425704837,0.0159840317521274,0.0320569714664694
9.2,-2.65474227616754,-2.81332225097495,2.55644771903756,-0.0198547335365296,0.0158142177783464,0.0320114147601608
9.25,-2.65437603289028,-2.8135372390781,2.59701506068641,-0.0196522687983135,0.0156341225411807,0.0319553052870491
9.3,-2.65320110295749,-2.81264371010947,2.63586983246021,-0.0194349860576684,0.0154438761025663,0.0318888781429847
9.35,-2.65123183149004,-2.81065742487732,2.67297079793851,-0.0192026543726277,0.0152435814194757,0.031812399647758
9.4,-2.64848409404079,-2.80759380237783,2.70828507997921,-0.0189550469725615,0.0150334569722248,0.0317261215476604
9.45,-2.64496922179515,-2.80346796176029,2.74176965236455,-0.0186919599506534,0.0148135225179405,0.0316302872812159
9.5,-2.64069481399811,-2.79829322464342,2.77338834721675,-0.0184132726348389,0.0145838030322846,0.0315251132343453
9.55,-2.63566587778187,-2.79208036667285,2.80310334773285,-0.018118932996853,0.014344413968787,0.0314107762263549
9.6,-2.62988961830515,-2.78484131831581,2.83088086024315,-0.0178089493619162,0.0140953511910175,0.0312874781220262
9.65,-2.62336671759887,-2.77658885392533,2.85668528288916,-0.0174833675100149,0.0138366947921353,0.0311554227758157
9.7,-2.61610851615925,-2.76733399229781,2.88048673682181,-0.0171422862791445,0.013568608100052,0.0310147704264021
9.75,-2.60812881864374,-2.75708919176464,2.9022531223896,-0.0167858148920097,0.0132911535277414,0.03086569581615
9.8,-2.59944334596721,-2.74587307971676,2.921961389947,-0.0164140136671893,0.0130045412128457,0.0307084465549205
9.85,-2.59007998202373,-2.73371015456179,2.9395917811108,-0.0160269127988796,0.0127090405992947,0.0305433492985364
9.9,-2.58006042297159,-2.72062575722094,2.95511472022396,-0.015624540369428,0.0124047411701191,0.0303707244370884
9.95,-2.56941162061249,-2.70664431156104,2.96851274253166,-0.0152069931224351,0.0120918415786945,0.0301908716087026
10,-2.55816307929225,-2.69179033496982,2.97977137941992,-0.0147744572670787,0.0117705863281957,0.0300040903816917
10.05,-2.54633177847733,-2.67608532938728,2.98886739927748,-0.0143272209746717,0.0114409962229474,0.0298106470932996
10.1,-2.53394146864554,-2.65954757565546,2.99578121531477,-0.0138656993194168,0.0111031659121549,0.0296107498042264
10.15,-2.52100814865374,-2.64219336630677,3.00049691468701,-0.0133904072432564,0.0107571796777679,0.0294045649665229
10.2,-2.50754458443019,-2.62403987067257,3.00299637632511,-0.012901908609712,0.0104030239760313,0.0291922673400071
10.25,-2.4935678728381,-2.60510666652228,3.00326563651426,-0.012400780756247,0.0100408673708443,0.0289740587371004
10.3,-2.47909311183086,-2.58541693830039,3.00129820964253,-0.0118875927300105,0.00967087313775847,0.0287501888446056
10.35,-2.46413853809733,-2.56499701527592,2.99708077946376,-0.0113628896496878,0.00929315680011691,0.0285209489230682
10.4,-2.44873091521859,-2.5438751621608,2.99061047785268,-0.0108272187283595,0.00890804290189406,0.0282866531666603
10.45,-2.43289836581626,-2.52208055322309,2.98188920341034,-0.010281145871582,0.00851581596666458,0.0280476115633102
10.5,-2.41667173009177,-2.4996423333681,2.97091125102032,-0.00972527238018938,0.00811667625350686,0.0278041258280858
10.55,-2.4000852851541,-2.47658995050558,2.95768101561453,-0.00916021617054993,0.00771093586219772,0.0275564851271375
10.6,-2.3831695354117,-2.45295116001305,2.94220165552932,-0.00858663940312858,0.00729876695201459,0.0273049433360582
10.65,-2.36595241325124,-2.42874946945346,2.9244731592467,-0.00800526977550367,0.00688028707088259,0.0270496835049801
10.7,-2.34846351377137,-2.40400612787702,2.90450399512526,-0.00741688387192585,0.00645573655063972,0.0267908596068496
10.75,-2.33071980561694,-2.37874504268791,2.8822987043029,-0.00682222755885099,0.00602526828212845,0.0265286589154956
10.8,-2.31274048383885,-2.35299451115265,2.85786613240444,-0.0062219781112953,0.00558906123141028,0.0262633394080347
10.85,-2.29454617671772,-2.32678521959254,2.83121556404411,-0.00561674665629638,0.00514740248769388,0.0259951819777567
