t,f1,f2,f3
23.1,1494.25936085405,1388.35832578617,1265.82980453503
23.15,1494.45556079621,1388.78283846461,1266.09936455342
23.2,1494.87127427767,1389.21194106318,1266.46169082634
23.25,1495.13152055523,1387.79588216623,1266.81296845302
23.3,1495.19915517591,1386.34684992848,1267.04556729265
23.35,1495.54066060023,1386.84588700052,1267.0032464909
23.4,1496.7616418535,1387.36237142662,1266.60905427359
23.45,1498.83370437288,1388.00905635436,1266.0139668546
23.5,1501.38541428943,1389.07165627568,1265.62797487184
23.55,1504.20539263887,1390.51180961221,1265.80225388003
23.6,1507.1458340061,1392.04697845542,1266.60936061643
23.65,1509.91955699954,1393.20947085955,1267.95837998043
23.7,1512.21260695628,1393.61464632992,1269.78053268019
23.75,1514.03758308551,1394.03572172875,1272.11521032649
23.8,1515.85276757093,1395.39578621858,1274.94193871619
23.85,1518.08636164471,1397.38280286579,1278.06678515337
23.9,1520.78543156181,1399.30541494317,1281.26238167481
23.95,1523.80964144838,1400.85214684769,1284.38531729497
24,1527.05802260081,1402.34477746236,1287.39168856717
24.05,1530.55784042917,1404.28750883376,1290.29910577489
24.1,1534.3713103538,1406.72058738803,1293.22173294796
24.15,1538.47006221756,1409.43095078521,1296.37654658587
24.2,1542.61220187921,1412.29871911328,1299.98605126667
24.25,1546.52652526153,1415.22844564168,1304.16105352439
24.3,1550.07589651931,1418.05753242844,1308.8417777029
24.35,1553.1939030125,1420.6080346635,1313.80690294263
24.4,1555.86752300111,1422.86129810381,1318.76098404306
24.45,1558.23558997006,1425.08865584837,1323.47141524915
24.5,1560.62781134155,1427.6284780921,1327.82693389106
24.55,1563.3687341656,1430.51809507137,1331.81696576998
24.6,1566.58731893745,1433.45075930798,1335.46783505149
24.65,1570.18297202083,1436.17864141887,1338.87896118723
24.7,1573.96852230627,1438.73797375911,1342.17411752755
24.75,1577.76532752602,1441.30769304546,1345.42849831209
24.8,1581.39371585743,1444.04341284033,1348.72628780562
24.85,1584.75398163331,1446.99617323182,1352.16347617661
24.9,1587.7957460102,1450.14836241667,1355.75716018921
