t,x,y,z,rx,ry,rz
9.55,0.10802040817107,0.134420243995077,0.574647548151248,0.00604301630839917,-0.00488421458575501,-0.00237472824623903
9.6,0.122943511721438,0.154819954877459,0.535557428732876,0.00635507639645362,-0.00507621808223399,-0.00255207813285115
9.65,0.137710440844316,0.174979351668818,0.495810851784302,0.00666579858491665,-0.0052665279461134,-0.00272573703206779
9.7,0.152260887261988,0.194872278717562,0.455457797816281,0.00697484801491798,-0.00545432244147485,-0.00289558018775397
9.75,0.166477282684596,0.214436622616261,0.414575299136954,0.00728236406845167,-0.00563875054577504,-0.00306094165208029
9.8,0.180290045990616,0.233591014713193,0.373189251051,0.00758878782512629,-0.00581969357662487,-0.00322087699248186
9.85,0.193634638116236,0.252274165806039,0.331345141122159,0.00789423367382104,-0.00599684788164106,-0.00337474106545404
9.9,0.206457789522332,0.270462664989268,0.289081880733371,0.00819806495333135,-0.00617021757980062,-0.00352238007258315
9.95,0.218787501544297,0.288170145200286,0.246415791058623,0.0084989335015298,-0.0063404871892362,-0.00366407693174094
10,0.230635501574519,0.305430690609434,0.203375293854886,0.00879490849557152,-0.00650799174335102,-0.00380034756225426
10.05,0.242057109128402,0.322289299645788,0.159956360411122,0.00908385941203856,-0.00667348843578776,-0.00393190772364937
10.1,0.253121239095451,0.338785783349984,0.116159018439863,0.00936382209229737,-0.00683788249901626,-0.00405945642029169
10.15,0.263849390987657,0.354930061425753,0.0720232709678292,0.00963334229310856,-0.00700079928065929,-0.0041833183532353
10.2,0.274273978890044,0.37069594898929,0.0276054209655552,0.0098916793316442,-0.00716179571143294,-0.00430325629732822
10.25,0.284381387424291,0.386031268867815,-0.0170608742581635,0.0101387021336775,-0.00732039318714971,-0.00441862116462164
10.3,0.294113346327918,0.400878136539828,-0.0619133079907308,0.0103745417385285,-0.00747534543800395,-0.00452867632145146
10.35,0.30340242131188,0.415188005475953,-0.106881195995396,0.0105992875419618,-0.00762586608844785,-0.00463286005105127
10.4,0.312165871518474,0.428931343834791,-0.151930986595701,0.010812768955496,-0.00777146920391111,-0.00473092678559522
10.45,0.320331382026565,0.442093916666753,-0.196997509061643,0.0110145866128918,-0.00791161704845114,-0.00482290986087212
10.5,0.327871680551871,0.45467721402601,-0.242051664885055,0.0112041767029878,-0.00804686400845158,-0.00490909219475366
10.55,0.334788199620248,0.46670668178859,-0.28708336763654,0.011380770338435,-0.00817793418611249,-0.00499007721737544
10.6,0.341098609087355,0.478225784068563,-0.332044736315915,0.0115434468231466,-0.00830505639409881,-0.00506666812925927
10.65,0.34687396142931,0.489269695542736,-0.376924566054684,0.0116914655092012,-0.00842873112302684,-0.00513947230498479
10.7,0.352181421559991,0.499835448972716,-0.421691002387126,0.0118247296006385,-0.00854886045992552,-0.00520846489106344
10.75,0.35707100599911,0.509880232892417,-0.466306106251975,0.0119439039980902,-0.00866488897121372,-0.00527304650652352
10.8,0.361579076817008,0.519341234406653,-0.510742682438423,0.0120501776896561,-0.0087763860143518,-0.00533241416028276
10.85,0.365678535948071,0.528154477075748,-0.554933941405904,0.0121448478389428,-0.00888217069956785,-0.00538580217639834
10.9,0.369346518707957,0.536263271578749,-0.598803964714762,0.0122290505854801,-0.00898083301026579,-0.00543259057901339
10.95,0.372519286387907,0.543631537392157,-0.642281402713518,0.0123035727586015,-0.00907134096816547,-0.00547240904416718
11,0.375132279644624,0.550248938344904,-0.685308760370893,0.0123686855126596,-0.00915261212006484,-0.00550522004728079
11.05,0.37713333521711,0.556128641338589,-0.727821627236065,0.0124241682380369,-0.00922394637949431,-0.00553130242215552
11.1,0.378478392411302,0.561296802759917,-0.769769030989484,0.0124695116476576,-0.00928524586838944,-0.00555109717858673
11.15,0.379187202683773,0.565781435170047,-0.811104870722872,0.0125042520773527,-0.00933662350955283,-0.00556509119362265
11.2,0.379278278428039,0.569605385740545,-0.851797366773966,0.0125282625718724,-0.00937865414462692,-0.00557365908473386
11.25,0.378831161682406,0.572768550953777,-0.891833842376982,0.012541912896672,-0.00941189907149916,-0.00557682989419914
11.3,0.377924129986774,0.575243978642777,-0.931175295379557,0.0125461088427267,-0.00943624906746494,-0.00557427906059079
11.35,0.376609077840321,0.576982818563404,-0.9697806866659,0.0125421478179893,-0.00945132885182852,-0.00556536164984358
11.4,0.374936320635135,0.577922122632826,-1.00760760598006,0.0125315270357053,-0.00945635655199156,-0.00554926618857509
11.45,0.372893842233445,0.577996958935056,-1.04459933714731,0.0125155644987126,-0.00945018021574119,-0.00552512720291587
11.5,0.370457311778687,0.577168792555494,-1.08070425336408,0.0124948886651684,-0.0094318798102155,-0.00549238699035672
11.55,0.367575795625804,0.575451132475229,-1.11586160850085,0.0124691371698133,-0.00940058120471192,-0.00545128274114298
11.6,0.364163257406339,0.572903013267607,-1.15001580701777,0.012437144377053,-0.00935565503350218,-0.00540266753730647
