t,f1,f2,f3,fx,fy,fz,frx,fry,frz
7.75,1747.82122303967,1657.1568961635,1464.32313449725,236.166218792262,193.511266165102,-3848.48728687394,4832.30482519615,80661.8589973634,-2920.03453333346
7.8,1746.30954750853,1656.28659783254,1454.61494551628,238.112678179624,197.697147357801,-3837.2264699232,4617.747939573,80469.3899720184,-2818.39579882476
7.85,1747.50083613299,1654.21199500417,1444.79920285978,242.13187732018,201.221287397595,-3827.00414702344,4428.33446403419,80424.6202023347,-2722.17041860802
7.9,1750.87569037283,1651.41738471551,1436.01078565055,247.429317016691,203.773950487462,-3818.71615661747,4290.97168576326,80496.7778395886,-2641.53437499239
7.95,1755.3676348078,1648.2221458915,1429.16587548017,252.960785525249,205.059070756738,-3812.53586786885,4229.46024502314,80628.3510188928,-2585.73624545576
8,1759.48695239317,1645.40814950937,1424.78745818919,257.38735348253,205.234780049592,-3808.35755618041,4239.61914677952,80739.5021440454,-2555.65684018421
8.05,1761.64276846618,1643.50178488702,1422.88642027792,259.507074274566,204.576399384492,-3805.38678816675,4306.05794406684,80747.8718216066,-2548.10630478507
8.1,1760.72770937021,1642.49485669937,1422.88955614169,258.756896192481,203.36358176476,-3802.30971093597,4407.88528691862,80598.7826047234,-2556.96258842671
8.15,1756.41111804757,1641.94455081221,1423.77323212836,255.332921420901,201.870727936544,-3797.70150424468,4520.71242973014,80279.7960919132,-2573.69608948403
8.2,1749.02600624001,1641.20690048452,1424.37149687355,249.958694534154,200.339480626097,-3790.37347258704,4621.01465292847,79813.6923780268,-2589.23694093138
8.25,1739.49314548628,1639.65445857655,1423.64334970293,243.7103857021,198.963804434702,-3779.70042127987,4689.54505078995,79252.6336339116,-2595.56105542177
8.3,1729.03874369975,1636.79687812107,1420.95942850197,237.708763156404,197.809246285993,-3765.7301332023,4718.28436574691,78662.8257507521,-2588.41952974622
8.35,1719.04024949185,1632.27214678233,1416.27522560681,232.972699975333,196.715372211228,-3749.19846884446,4716.99863981147,78116.154111954,-2569.51740080393
8.4,1710.70204864591,1625.85035199703,1410.04939847389,230.231087753573,195.335743630585,-3731.21702994422,4710.03585214592,77673.6548486775,-2545.56601878719
8.45,1704.6954870982,1617.69097824462,1403.09994651062,229.654177817879,193.351103958866,-3713.08450226015,4723.29494608854,77366.6327958072,-2524.65832189394
8.5,1701.00466074809,1608.36723415968,1396.40253657022,230.790811204176,190.584683369715,-3696.0242093552,4776.00400271259,77189.5130699001,-2513.70801817976
8.55,1698.83256565946,1598.53483121666,1390.78019907955,232.704439055754,186.975400818706,-3680.60698572283,4878.94827521423,77096.7344979449,-2517.58564570887
8.6,1697.37162636761,1588.76720630427,1386.74177125757,234.56008428954,182.57451438782,-3667.07511705304,5033.67789649303,77043.2655650234,-2538.13167789526
8.65,1695.75805368683,1579.50159225582,1384.37717536039,235.645546109552,177.570182993361,-3655.18349340839,5230.21815548655,76982.7508922791,-2573.43536330349
8.7,1692.98599514269,1571.08963942633,1383.35045319794,235.300436901662,172.320733618074,-3644.17332665288,5445.30049140473,76863.1772921771,-2617.2892763825
8.75,1688.16643142084,1563.78414841989,1382.9953707236,233.059277492855,167.301387347035,-3633.0360995725,5646.40824748541,76639.9853476066,-2660.26016381374
8.8,1680.87226782828,1557.5125654694,1382.3929305342,228.929586071438,162.941865488352,-3620.66051999982,5801.51252707237,76294.0207896997,-2692.23641564525
8.85,1671.25077334736,1551.85735489422,1380.61660697776,223.399597409685,159.490530893184,-3606.09918897405,5888.79877846988,75836.7614457796,-2705.44991574704
8.9,1659.99550927454,1546.23399355144,1376.98486298985,217.300074400782,156.982241283758,-3588.88725395125,5900.75688449984,75307.4490826386,-2696.02272066652
8.95,1648.045530771,1540.08721544358,1371.21393345267,211.499281563947,155.265501738641,-3569.08760375117,5843.90171400184,74756.7061082726,-2664.25325261264
