Time,X,Y,Z,RX,RY,RZ
16.65,14.66438276,-1.628336292,8.38547677,0.349601459,-0.465727503,1.844086214
16.7,14.64828803,-1.643887967,8.406859848,0.319925206,-0.448915322,1.861568455
16.75,14.6324309,-1.659250464,8.429713875,0.290317788,-0.432160137,1.878821723
16.8,14.61682288,-1.674410822,8.454016526,0.260807188,-0.415496284,1.89583318
16.85,14.60147839,-1.689357704,8.479744768,0.231423305,-0.398957482,1.912592231
16.9,14.58640893,-1.704079047,8.506871957,0.202195556,-0.382576356,1.929087656
16.95,14.57163035,-1.718561711,8.535372169,0.173152141,-0.366378397,1.945304375
17,14.55715848,-1.732793279,8.565215173,0.144321542,-0.350383453,1.961228677
17.05,14.54300341,-1.746762948,8.596372161,0.115733193,-0.334608041,1.976847222
17.1,14.52917522,-1.760459381,8.628810745,0.087415875,-0.319064126,1.99214568
17.15,14.51568254,-1.773870696,8.66249923,0.059397699,-0.3037633,2.007108218
17.2,14.50253258,-1.786986274,8.697403062,0.031707362,-0.288719835,2.021720628
17.25,14.48972967,-1.799795675,8.733489128,0.004373972,-0.273948814,2.035969074
17.3,14.47727954,-1.812288999,8.770722142,-0.022573154,-0.259469791,2.049840094
17.35,14.46518941,-1.824457425,8.809066105,-0.049103354,-0.245307288,2.063320476
17.4,14.45346649,-1.836294295,8.848483572,-0.075184572,-0.231485269,2.076400497
17.45,14.44212227,-1.847792228,8.888938561,-0.100785355,-0.218027852,2.089068193
17.5,14.43116829,-1.858943124,8.930390009,-0.125876183,-0.20495679,2.101311471
17.55,14.42061751,-1.869739783,8.972799775,-0.150428879,-0.192286025,2.113118366
17.6,14.41048,-1.880174646,9.016126812,-0.174416698,-0.18002444,2.124478034
17.65,14.40076874,-1.890239612,9.060328645,-0.197816005,-0.168176147,2.135377512
17.7,14.39149234,-1.899925502,9.105362785,-0.220606404,-0.156738514,2.145802589
17.75,14.38265658,-1.909222956,9.151187474,-0.242769136,-0.145708595,2.155738809
17.8,14.37426722,-1.918124232,9.197758803,-0.264285474,-0.135085191,2.165173705
17.85,14.36632714,-1.926621773,9.245033558,-0.285136223,-0.124867133,2.17409606
17.9,14.35884353,-1.934709638,9.292967838,-0.305301547,-0.115057413,2.182494407
17.95,14.35182359,-1.942383506,9.341517704,-0.324760132,-0.10566178,2.190361016
18,14.34527309,-1.949640499,9.390638521,-0.343490384,-0.096686357,2.197689658
18.05,14.33920499,-1.956476835,9.440286382,-0.361473606,-0.088139386,2.204473101
18.1,14.33362504,-1.962886575,9.490415194,-0.378695527,-0.080026556,2.210701374
18.15,14.32854765,-1.9688627,9.540981768,-0.395146174,-0.072348199,2.216363757
18.2,14.32397857,-1.974397288,9.591938568,-0.410818629,-0.065101711,2.22145003
18.25,14.31992789,-1.979482601,9.643240971,-0.425708032,-0.058280181,2.225949225
18.3,14.31639848,-1.984111978,9.694843608,-0.439808835,-0.051872481,2.229853363
18.35,14.31339467,-1.988282179,9.746700406,-0.453113561,-0.045867062,2.233157709
18.4,14.31091646,-1.991989964,9.798766723,-0.465614512,-0.040253009,2.235858521
18.45,14.30896383,-1.995231734,9.850996474,-0.477305051,-0.035021298,2.237950566
18.5,14.30753825,-1.998004429,9.903345028,-0.488178976,-0.03016679,2.239430854
18.55,14.30663969,-2.000306067,9.955768459,-0.498229993,-0.025687327,2.240298135
18.6,14.3062725,-2.00213377,10.00822213,-0.507452807,-0.021582815,2.240550915
18.65,14.30644098,-2.003485557,10.0606614,-0.515842584,-0.017854403,2.240188946
18.7,14.30715089,-2.004360349,10.11304308,-0.523394059,-0.014502152,2.239212724
18.75,14.30840799,-2.004757066,10.16532179,-0.530102777,-1.15E-02,2.237624245
18.8,14.31021518,-2.004674446,10.21745506,-0.535965217,-0.008914548,2.235422762
18.85,14.31257387,-2.004111051,10.2693997,-0.540979071,-0.006667688,2.232608521
18.9,14.31548265,-2.003067241,10.32111178,-0.545141349,-0.004773933,2.229182771
18.95,14.31893574,-2.001544456,10.37254954,-0.54844825,-0.003223933,2.225148753
19,14.3229245,-1.999544674,10.42367194,-0.550895596,-0.002010579,2.220511203
19.05,14.32744318,-1.997071497,10.47443651,-0.552477843,-0.001129341,2.215276352
19.1,14.33248313,-1.994130325,10.52480436,-0.553188508,-0.00057796,2.209453924
19.15,14.33803572,-1.990725656,10.57473374,-0.553022106,-0.000358054,2.203052394
19.2,14.34409519,-1.986861452,10.62418719,-0.551975336,-0.000474946,2.196079242
19.25,14.3506572,-1.982541492,10.67312442,-0.550046825,-0.000934624,2.188541944
19.3,14.35772034,-1.977770277,10.72150796,-0.547236573,-0.001742065,2.180449976
19.35,14.36528027,-1.972552306,10.76929968,-0.543546826,-0.002899462,2.171812311
19.4,14.37333411,-1.966889738,10.81646141,-0.538983252,-0.004405531,2.16263543
19.45,14.38187467,-1.960785635,10.86295785,-0.533552335,-0.006257269,2.152927062
19.5,14.39089331,-1.954245396,10.90875159,-0.527259308,-0.008448786,2.142698176
19.55,14.4003785,-1.947275861,10.95380948,-0.520108193,-0.010972235,2.131960986
19.6,14.41031585,-1.93988495,10.99809699,-0.512102448,-0.013822403,2.12072696
19.65,14.42069095,-1.932082563,11.0415817,-0.503245033,-0.016996485,2.109010059
19.7,14.43148653,-1.923878959,11.08423051,-0.493540404,-0.020493344,2.096825239
19.75,14.44269107,-1.915282059,11.12601316,-0.482997817,-0.024315796,2.084184343
19.8,14.45428871,-1.906297983,11.16689942,-0.471631293,-0.028469042,2.071098588
19.85,14.46626797,-1.896931949,11.20685905,-0.459458658,-0.032959001,2.057579316
19.9,14.47861873,-1.88718882,11.24586396,-0.446500446,-0.037791932,2.043636376
19.95,14.49132949,-1.877073635,11.28388465,-0.432778533,-0.042970716,2.02928086
20,14.50439161,-1.866593412,11.32089591,-0.418314139,-0.048493882,2.014525233
20.05,14.51779213,-1.855756974,11.35686965,-0.403126678,-0.05435689,1.999383455
20.1,14.53151807,-1.844574398,11.39178068,-0.38723466,-0.060550683,1.98387148
20.15,14.54555363,-1.833056665,11.42560453,-0.370656314,-0.067063748,1.968004516
20.2,14.55988149,-1.821216375,11.45831814,-0.353409995,-0.073885644,1.951800136
20.25,14.57448008,-1.809065228,11.48989921,-0.335515832,-0.081006056,1.935276167
20.3,14.58933354,-1.796614384,11.52032612,-0.316997477,-0.088416138,1.918448063
20.35,14.60442316,-1.783871763,11.54957945,-0.297883255,-0.096111127,1.901327667
20.4,14.6197331,-1.770844024,11.57763975,-0.278204297,-0.10408765,1.883925696
20.45,14.63524751,-1.757539268,11.60448902,-0.257991358,-0.112342609,1.866253994
20.5,14.65095633,-1.743966675,11.63010927,-0.237273217,-0.120872876,1.848325771
20.55,14.66684513,-1.730137584,11.65448464,-0.216075565,-0.129671778,1.830155987
20.6,14.68290243,-1.716066935,11.6775993,-0.194420233,-0.138729521,1.811763959
20.65,14.69911235,-1.701770748,11.69943958,-0.172327068,-0.148033742,1.793170131
20.7,14.71546196,-1.687264863,11.7199925,-0.149816824,-0.157567311,1.774393573
20.75,14.73193109,-1.6725635,11.73924585,-0.126912203,-0.167310408,1.755452858
20.8,14.74850102,-1.657681059,11.75718808,-0.103637191,-0.177243231,1.736365559
20.85,14.76515446,-1.642631758,11.77381056,-0.08001709,-0.187345883,1.717148754
20.9,14.78186839,-1.627428921,11.78910466,-0.056078315,-0.197600276,1.697818522
20.95,14.79862839,-1.612086403,11.80306245,-0.031847206,-0.207991045,1.678391441
21,14.81541575,-1.596618607,11.81567746,-0.007349715,-0.218504278,1.658885833
21.05,14.83221896,-1.581039572,11.82694607,0.017387846,-0.229127028,1.639318401
21.1,14.84902504,-1.565362979,11.83686182,0.042339415,-0.239846221,1.619705598
21.15,14.86582393,-1.549604125,11.84542326,0.067480928,-0.250646123,1.60006662
21.2,14.88260553,-1.533780652,11.85262679,0.092790804,-0.261507413,1.580422033
21.25,14.89935833,-1.517910381,11.85847241,0.118249063,-0.272407982,1.560793276
21.3,14.9160665,-1.502012388,11.86295941,0.14383605,-0.283323289,1.541201039
21.35,14.93271418,-1.486104677,11.86608923,0.169530948,-0.294227161,1.521665641
21.4,14.94928554,-1.470203895,11.86786545,0.195310418,-0.305093234,1.50220503
21.45,14.96576043,-1.454324713,11.86829096,0.221148066,-0.315896485,1.482834538
21.5,14.98212012,-1.43848117,11.86737225,0.247015457,-0.32661423,1.463568872
21.55,14.99835021,-1.422687128,11.86511507,0.272883877,-0.337225996,1.444423364
21.6,15.01443198,-1.406956984,11.86152734,0.298725171,-0.347713895,1.425414093
21.65,15.03035679,-1.39130568,11.85661843,0.324512992,-0.358061225,1.406557763
21.7,15.04611024,-1.375748875,11.85039769,0.350222318,-0.368251908,1.387872694
21.75,15.06168658,-1.360303489,11.84287592,0.375829372,-0.37826924,1.369378458
21.8,15.07707572,-1.344986442,11.83406465,0.401310442,-0.388093996,1.351094872
21.85,15.09226758,-1.329813392,11.82397681,0.426640285,-0.397704236,1.333038264
21.9,15.10725208,-1.314799102,11.81262541,0.451791262,-0.407076499,1.315224467
21.95,15.12201338,-1.299957071,11.80002696,0.476733802,-0.416185666,1.297667438
22,15.13653996,-1.285298997,11.78619661,0.501435557,-0.425006124,1.280379269
22.05,15.15081311,-1.270835232,11.77115163,0.525863468,-0.433514656,1.263369805
22.1,15.16481842,-1.256577385,11.75491218,0.54998631,-0.441690791,1.246650767
22.15,15.17854149,-1.242538866,11.7374977,0.573776036,-0.449518357,1.230235738
22.2,15.19196792,-1.228733984,11.7189298,0.59720691,-0.456985323,1.214139052
22.25,15.20508909,-1.21517768,11.69923006,0.620254561,-0.464081501,1.198375294
22.3,15.21789344,-1.201884264,11.67842154,0.642894747,-0.470798258,1.182959546
22.35,15.23037525,-1.188866426,11.65652725,0.665101044,-0.477126715,1.16790452
22.4,15.24252442,-1.176134964,11.63357315,0.686844968,-0.48305559,1.153221686
22.45,15.25433662,-1.16369996,11.60958441,0.708097354,-0.488572482,1.138922136
22.5,15.26579891,-1.151571133,11.58458696,0.72882891,-0.493663554,1.12501634
22.55,15.27690121,-1.139757753,11.55860817,0.749010781,-0.498313507,1.111514394
22.6,15.28763199,-1.128269,11.53167682,0.768615793,-0.502506946,1.098425149
22.65,15.29797829,-1.117114594,11.50382172,0.787618895,-0.506230597,1.085757578
22.7,15.3079286,-1.106304614,11.47507455,0.805998519,-0.509473898,1.073521654
22.75,15.31746708,-1.095850312,11.44546483,0.823736222,-0.512231798,1.061728719
22.8,15.32658795,-1.085763116,11.41502494,0.840816233,-0.514502679,1.050389992
22.85,15.33528115,-1.076054546,11.38378876,0.85722503,-0.51628682,1.039518185
22.9,15.34354235,-1.066736033,11.35178794,0.872949899,-0.517586588,1.029125639
22.95,15.3513658,-1.057817476,11.31905632,0.88797825,-0.518405196,1.0192227
23,15.35875005,-1.049306616,11.28562847,0.902295437,-0.518743577,1.009816971
23.05,15.36568935,-1.041210021,11.25153751,0.915886816,-0.518601294,1.000914185
23.1,15.37217792,-1.033534623,11.21681943,0.928738737,-0.517976915,0.992520451
23.15,15.37820859,-1.02628708,11.18151024,0.940838984,-0.516867822,0.984642312
23.2,15.3837727,-1.019474503,11.14564449,0.952177525,-0.515272363,0.977286684
23.25,15.38886161,-1.013103553,11.10926036,0.962745696,-0.513189697,0.970460675
23.3,15.39346525,-1.007180888,11.07239454,0.972536704,-0.510620011,0.964171139
23.35,15.39757785,-1.001712449,11.03508449,0.981545251,-0.507566763,0.958424495
23.4,15.40119366,-0.996704805,10.99736836,0.989768347,-0.504036343,0.953226913
23.45,15.40431267,-0.992164258,10.9592836,0.997203933,-0.500037817,0.948584689
23.5,15.406932,-0.988095936,10.92086979,1.003849705,-0.495580753,0.944502994
23.55,15.40905742,-0.984504159,10.88216295,1.009702359,-0.490673907,0.940985693
23.6,15.41069181,-0.981391178,10.84320267,1.014756911,-0.485323697,0.938034218
23.65,15.41183659,-0.978757173,10.8040264,1.019006316,-0.479534331,0.935648072
23.7,15.41249467,-0.976601243,10.76467157,1.022442972,-0.473307803,0.933825135
23.75,15.41266891,-0.974922038,10.72517633,1.025059587,-0.466644518,0.932562355
23.8,15.41235355,-0.97371911,10.68557886,1.026851924,-0.459545162,0.931856862
23.85,15.41155004,-0.972992816,10.64591731,1.027818236,-0.452012321,0.93170654
23.9,15.41025405,-0.972743969,10.60622984,1.027959396,-0.444051136,0.932109393
23.95,15.40846559,-0.972972296,10.56655461,1.027276216,-0.435669741,0.933062929
24,15.40618609,-0.97367636,10.52692978,1.025769068,-0.426878732,0.934563035
24.05,15.40341988,-0.974853459,10.48739207,1.02343733,-0.417690009,0.936604786
24.1,15.40017415,-0.976498914,10.44797964,1.020278633,-0.408115635,0.939180518
24.15,15.39645754,-0.978605614,10.40872848,1.016288302,-0.398166982,0.942280569
24.2,15.39228302,-0.98116537,10.36967388,1.011460543,-0.387853056,0.945893909
24.25,15.38766066,-0.984169632,10.33085185,1.00579093,-0.377179591,0.950009259
24.3,15.38260199,-0.98760976,10.29229693,0.999277158,-0.366149704,0.954615025
24.35,15.37711564,-0.991479094,10.25404224,0.991921094,-0.354764297,0.959702047
24.4,15.37121026,-0.995773404,10.21612307,0.983730033,-0.343023526,0.965262906
24.45,15.36489159,-1.00048837,10.17857183,0.974712635,-0.33092895,0.971290002
24.5,15.35816541,-1.005617962,10.14142233,0.964878002,-0.318484712,0.977772801
24.55,15.35104036,-1.011154531,10.10470843,0.954233112,-0.305698729,0.9846989
24.6,15.3435222,-1.017087455,10.06846109,0.942783263,-0.292583246,0.992053218
24.65,15.33562387,-1.023404227,10.0327127,0.930531883,-0.279152223,0.999818865
24.7,15.32735546,-1.030092335,9.997494232,0.917483958,-0.265419995,1.007979015
24.75,15.31873282,-1.037139989,9.962835915,0.903647402,-0.251399806,1.016517899
24.8,15.30977466,-1.04453684,9.928766549,0.889034182,-0.237102094,1.025420871
24.85,15.30049539,-1.052273528,9.895314225,0.873659566,-0.222534276,1.034675094
24.9,15.29091228,-1.060340963,9.862506289,0.857541504,-0.207701011,1.044267356
24.95,15.28104118,-1.068729694,9.830369391,0.840699067,-0.192604151,1.054184068
25,15.27089503,-1.077430273,9.798928724,0.823152196,-0.177244789,1.064412206
25.05,15.2604868,-1.0864328,9.768209488,0.804921522,-0.16162551,1.074938497
25.1,15.24982947,-1.095725753,9.738236169,0.78602705,-0.145751021,1.085748728
25.15,15.23893309,-1.105296894,9.709032516,0.766488287,-0.129629321,1.096827695
25.2,15.22781351,-1.115132723,9.680621588,0.746324552,-0.113273194,1.108158694
25.25,15.2164837,-1.125218479,9.653025684,0.725555166,-0.096699,1.119723903
25.3,15.20496236,-1.135539313,9.626265688,0.704200446,-0.079924424,1.131504997
25.35,15.19326536,-1.146081994,9.600361773,0.68228395,-0.062967013,1.143485647
25.4,15.1814157,-1.156834374,9.575332646,0.659831728,-0.045841872,1.15565152
25.45,15.16943214,-1.167784122,9.551195589,0.636871453,-0.028560954,1.167988406
25.5,15.15733481,-1.178919358,9.527968608,0.613431792,-0.011133571,1.18048272
25.55,15.145141,-1.190227933,9.505666093,0.589541353,0.00643362,1.193121498
25.6,15.13286512,-1.201696166,9.484303172,0.565227617,0.024134938,1.20589003
25.65,15.12052443,-1.213309748,9.463894244,0.540516637,0.041962795,1.218772614
25.7,15.10813047,-1.225053649,9.444452981,0.515433124,0.059907019,1.231752795
25.75,15.09569618,-1.236911668,9.425991635,0.490000417,0.077954375,1.244812998
25.8,15.08323886,-1.248866977,9.408520996,0.464240735,0.096087562,1.257936022
25.85,15.07077146,-1.260902205,9.392052591,0.438176138,0.114286287,1.27110479
25.9,15.05831269,-1.272999982,9.376595058,0.411828879,0.132529122,1.284302976
25.95,15.04588272,-1.285143568,9.36215775,0.385222387,0.150794635,1.297514996
26,15.03350172,-1.297317665,9.348746437,0.358382374,0.169062687,1.310727266
26.05,15.02119128,-1.309508322,9.336367594,0.331336166,0.187315968,1.323926698
26.1,15.00896867,-1.321701408,9.325024816,0.304110718,0.20554055,1.337099705
26.15,14.99685406,-1.333882075,9.314722429,0.276731831,0.223725418,1.350231205
26.2,14.98486041,-1.346034211,9.305462599,0.249222628,0.241860675,1.363305368
26.25,14.97300356,-1.358139819,9.297246754,0.221603394,0.259935232,1.376303124
26.3,14.96129503,-1.370180537,9.290076342,0.193892921,0.277935748,1.389206522
26.35,14.94974634,-1.382138365,9.283949915,0.166109904,0.295845617,1.401997242
26.4,14.93836756,-1.393995755,9.278868205,0.138273771,0.313643834,1.414657459
26.45,14.92717167,-1.405736056,9.274829045,0.110405676,0.331306563,1.42716997
26.5,14.9161745,-1.417344508,9.271829551,0.082529152,0.348809309,1.439519945
26.55,14.90539332,-1.42880698,9.269865412,0.05466945,0.366128577,1.451692923
26.6,14.89484397,-1.440110425,9.268932302,0.026852554,0.383242647,1.463676191
26.65,14.88454519,-1.451241882,9.269023019,-0.00089581,0.400132762,1.475457035
26.7,14.8745128,-1.462188029,9.270130368,-0.028551892,0.416783433,1.487021994
26.75,14.86475977,-1.472933389,9.272244987,-0.056095057,0.433182477,1.49835586
26.8,14.85530194,-1.483461762,9.27535824,-0.083506994,0.449319859,1.509440561
26.85,14.84614651,-1.493756405,9.279459322,-0.11077003,0.465185327,1.52025877
26.9,14.83730355,-1.503801392,9.284536714,-0.137865216,0.480767197,1.530791791
26.95,14.82878171,-1.513583401,9.290580336,-0.16476992,0.496050603,1.541024168
27,14.82058819,-1.523091992,9.297575791,-0.191457025,0.511016632,1.550943934
27.05,14.81273162,-1.532319066,9.305510841,-0.21789643,0.525643158,1.560539996
27.1,14.80522065,-1.541255983,9.314371074,-0.244057626,0.539906375,1.569802757
27.15,14.79806823,-1.549894102,9.324142108,-0.269911369,0.553783003,1.578720875
27.2,14.7912859,-1.558223525,9.334806645,-0.295431203,0.567251482,1.587281883
27.25,14.7848866,-1.56623309,9.346348138,-0.320593087,0.580294671,1.595471823
27.3,14.77888041,-1.573912359,9.358747863,-0.345374459,0.592899171,1.603277855
27.35,14.77327886,-1.58125071,9.371987098,-0.36975354,0.605055633,1.610686269
27.4,14.76808915,-1.588238065,9.386045691,-0.393709107,0.616757016,1.617684725
27.45,14.76331704,-1.594865064,9.400902753,-0.417220097,0.627997585,1.624261132
27.5,14.75896828,-1.601122706,9.416538126,-0.440265006,0.638770984,1.630403774
27.55,14.75504576,-1.60700307,9.432930211,-0.462821929,0.649069049,1.636102804
27.6,14.75155378,-1.612499319,9.450056691,-0.484868274,0.658880686,1.641349122
27.65,14.74849958,-1.617606052,9.467895965,-0.506380764,0.668192183,1.646135622
27.7,14.745886,-1.622318228,9.486424269,-0.527336775,0.676988833,1.650455702
27.75,14.74372314,-1.626630448,9.505618575,-0.547715086,0.685255866,1.65430188
27.8,14.74201675,-1.630536771,9.525453668,-0.567497532,0.692980442,1.657665806
27.85,14.74077836,-1.634029999,9.545905078,-0.586668903,0.70015334,1.660538005
27.9,14.7400123,-1.63710239,9.566947605,-0.605217111,0.706770069,1.662907387
27.95,14.7397243,-1.639746026,9.588554599,-0.623131809,0.712830258,1.664763479
28,14.73992157,-1.641954245,9.610698715,-0.640402965,0.71833721,1.66609656
28.05,14.74060413,-1.643721109,9.633353302,-0.657020418,0.723295722,1.666898153
28.1,14.74177196,-1.645041576,9.656491726,-0.672973076,0.727709721,1.667161902
28.15,14.7434265,-1.645912948,9.680085908,-0.688248224,0.731581077,1.666883071
28.2,14.74556632,-1.646332884,9.704107764,-0.70283315,0.734908918,1.666058045
28.25,14.74819286,-1.646299764,9.728530659,-0.716715263,0.737689878,1.66468408
28.3,14.75130755,-1.645811969,9.753325784,-0.72988397,0.739919718,1.662758436
28.35,14.75491328,-1.644866258,9.77846435,-0.742331915,0.741593767,1.66027675
28.4,14.7590158,-1.643457951,9.803917558,-0.754055672,0.742709154,1.657233286
28.45,14.76361944,-1.641582368,9.829655153,-0.76505337,0.743266443,1.653621815
28.5,14.76872706,-1.63923465,9.855648351,-0.775323701,0.743269559,1.649438099
28.55,14.77434014,-1.636412277,9.881866907,-0.784863549,0.742726044,1.64467827
28.6,14.78046008,-1.633114887,9.908281301,-0.793666806,0.741646616,1.639341461
28.65,14.78708545,-1.629344462,9.934860573,-0.801724496,0.740043741,1.633427917
28.7,14.79421051,-1.625104242,9.96157521,-0.809026464,0.737928636,1.626939883
28.75,14.80182948,-1.620397286,9.988395679,-0.815563047,0.735309777,1.619878482
28.8,14.80993805,-1.615226834,10.01529247,-0.82132577,0.732192462,1.612245955
28.85,14.81853044,-1.609595226,10.04223606,-0.826308526,0.72857856,1.604044174
28.9,14.82760092,-1.603503724,10.06919764,-0.830507823,0.724467387,1.59527426
28.95,14.83714803,-1.596953584,10.09614699,-0.833921544,0.719857944,1.585938083
29,14.84716889,-1.589946249,10.12305458,-0.836548193,0.714750418,1.576038634
29.05,14.85766208,-1.582484599,10.14989161,-0.838385714,0.709147864,1.565579777
29.1,14.86862757,-1.574572592,10.17662785,-0.8394313,0.70305695,1.554567121
29.15,14.88005963,-1.566215271,10.20323304,-0.83968059,0.696487398,1.543007647
29.2,14.89195392,-1.557419832,10.22967911,-0.839128412,0.689452173,1.530910329
29.25,14.90430325,-1.548194198,10.25593583,-0.837769779,0.681965419,1.518285885
29.3,14.91709897,-1.538546289,10.28197438,-0.835600952,0.674040101,1.505145661
29.35,14.93032956,-1.528482222,10.30776814,-0.832622305,0.665687562,1.49149788
29.4,14.94398495,-1.51800632,10.33328758,-0.828838387,0.656915466,1.477350147
29.45,14.95805218,-1.507122991,10.35850679,-0.824255619,0.647728178,1.462709692
29.5,14.97252261,-1.495836556,10.38339911,-0.81888185,0.638126755,1.447584616
29.55,14.98738759,-1.484152325,10.40793793,-0.812724563,0.628111137,1.431983521
29.6,15.00263561,-1.472077947,10.43209658,-0.805789552,0.61768126,1.415918869
29.65,15.01826234,-1.459622333,10.4558506,-0.798082052,0.606839368,1.399404123
29.7,15.03425772,-1.446794843,10.47917335,-0.789607733,0.595591507,1.382453991
29.75,15.05061164,-1.433604656,10.50204106,-0.780374139,0.583947648,1.365083681
29.8,15.06731549,-1.420060322,10.52442853,-0.770391302,0.571920941,1.347307651
29.85,15.08435628,-1.406169942,10.546312,-0.759671751,0.559526095,1.329139112
29.9,15.10171821,-1.391941524,10.56766844,-0.748229941,0.546777692,1.310592525
29.95,15.11938828,-1.377383799,10.58847552,-0.736081268,0.533688322,1.291683096
30,15.13734779,-1.362505318,10.60871166,-0.723242249,0.520267676,1.272425406
30.05,15.15558379,-1.347314449,10.62835595,-0.709730457,0.506522485,1.252833918
30.1,15.17408185,-1.331820014,10.64738754,-0.695564214,0.492456551,1.232923338
30.15,15.1928276,-1.316031551,10.66578841,-0.680761471,0.478072335,1.212708872
30.2,15.21181094,-1.299959231,10.68353984,-0.665340673,0.463372456,1.192205978
30.25,15.23101748,-1.283613763,10.7006224,-0.649319398,0.448360714,1.171430485
30.3,15.25043714,-1.267007028,10.71701881,-0.632715096,0.433044619,1.150399344
30.35,15.27005552,-1.250150815,10.73271323,-0.615545526,0.417435453,1.12912851
30.4,15.28985965,-1.233057454,10.74768908,-0.597828266,0.401548109,1.107634437
30.45,15.3098337,-1.215739815,10.76193199,-0.579581326,0.385399882,1.085933951
30.5,15.32995896,-1.198210588,10.77542683,-0.560823277,0.369008598,1.064042883
30.55,15.35021957,-1.180482374,10.78816134,-0.541573753,0.352390211,1.04197675
30.6,15.37059538,-1.162567951,10.80012403,-0.521853382,0.335558367,1.019751196
30.65,15.39106911,-1.144479289,10.81130193,-0.501683819,0.318524038,0.997381366
30.7,15.41162492,-1.126228359,10.82168711,-0.481086912,0.30129626,0.974882216
30.75,15.43224697,-1.107828301,10.83126878,-0.460083566,0.28388279,0.952270822
30.8,15.45292518,-1.089293513,10.84003974,-0.438693198,0.266291703,0.929564636
30.85,15.47364514,-1.070639117,10.84799135,-0.416934036,0.248532997,0.906781793
30.9,15.49439535,-1.051881312,10.85511784,-0.394823779,0.230619857,0.883940991
30.95,15.5151614,-1.033036027,10.86141347,-0.372380968,0.212568812,0.861059928
31,15.53593176,-1.014117663,10.86687246,-0.349626483,0.194399541,0.838154184
31.05,15.55668916,-0.99513999,10.87149193,-0.326583069,0.176134294,0.815238284
31.1,15.57741778,-0.976116507,10.87526902,-0.303274099,0.157796253,0.792326931
31.15,15.59809886,-0.957061075,10.87820155,-0.279722974,0.139407965,0.769434838
31.2,15.61871515,-0.937988362,10.88028953,-0.255951897,0.120989879,0.746577769
31.25,15.63924936,-0.9189143,10.8815344,-0.231981559,0.102559041,0.723772801
31.3,15.65968709,-0.899855267,10.88193615,-0.207832185,0.084129799,0.701036949
31.35,15.6800125,-0.880826925,10.88149912,-0.183524478,0.065714946,0.678386792
31.4,15.70021551,-0.861845022,10.88022617,-0.159080021,0.047326957,0.655839591
31.45,15.72028317,-0.842924948,10.87812091,-0.134521483,0.028979766,0.633412486
31.5,15.74020538,-0.824081373,10.87519054,-0.109873324,0.010690358,0.611122989
31.55,15.75997063,-0.805328249,10.87143865,-0.085161744,-0.007520702,0.588987554
31.6,15.77956741,-0.786678532,10.86687461,-0.06041468,-0.025629966,0.567021512
31.65,15.79898275,-0.768144194,10.86150418,-0.035661223,-0.043612101,0.545239072
31.7,15.81820081,-0.749737701,10.85533816,-0.010930008,-0.061441297,0.523654568
31.75,15.83720719,-0.731472192,10.84838591,0.013751854,-0.079093126,0.502282803
31.8,15.8559875,-0.713361345,10.84065966,0.038358979,-0.096545453,0.48113892
31.85,15.87452445,-0.695419787,10.83217094,0.062867912,-0.11377927,0.460239373
31.9,15.89280652,-0.677663177,10.82293342,0.087256742,-0.130778978,0.439602236
31.95,15.91082219,-0.660106321,10.81296224,0.111503387,-0.147531267,0.419244864
32,15.92855994,-0.642762717,10.80227177,0.135584472,-0.164024448,0.399182871
32.05,15.94601258,-0.625645237,10.79087788,0.159475926,-0.180247431,0.379430872
32.1,15.96316858,-0.608765984,10.77879783,0.183152443,-0.196187328,0.360002543
32.15,15.98002075,-0.592136299,10.76604819,0.206587758,-0.211828186,0.340910633
32.2,15.99655755,-0.575767521,10.75264695,0.229755878,-0.227151837,0.322167855
32.25,16.01276748,-0.559670901,10.73861285,0.252631442,-0.242138869,0.303787263
32.3,16.02864045,-0.543857239,10.72396603,0.275189658,-0.256769757,0.285781387
32.35,16.04416207,-0.528337468,10.70872592,0.297406954,-0.271026538,0.26816325
32.4,16.05931937,-0.51312338,10.69291488,0.319262156,-0.284894443,0.250946986
32.45,16.07410083,-0.498227259,10.67655375,0.340735912,-0.298362422,0.234146725
32.5,16.08849349,-0.48366121,10.65966702,0.36181046,-0.311423186,0.217775633
32.55,16.1024916,-0.469437247,10.64227775,0.38246832,-0.324071935,0.201846299
32.6,16.11608652,-0.455566351,10.62440968,0.402691884,-0.33630521,0.186370269
32.65,16.12927392,-0.442058467,10.60608728,0.422462581,-0.348119708,0.171357561
32.7,16.14204515,-0.42892237,10.58733505,0.441761248,-0.359511005,0.156816759
32.75,16.15439592,-0.416166113,10.5681782,0.460568623,-0.370472618,0.142755142
32.8,16.16632189,-0.403797574,10.54864334,0.478866014,-0.380996446,0.129179562
32.85,16.17781154,-0.39182512,10.52875424,0.496636591,-0.391072986,0.116097258
32.9,16.18885768,-0.380257482,10.50853899,0.513865274,-0.40069298,0.103515622
32.95,16.19945022,-0.369103234,10.48802422,0.530538848,-0.409848858,0.091441769
33,16.20957908,-0.358371307,10.46723658,0.546645692,-0.418536101,0.079883151
33.05,16.2192342,-0.348070588,10.44620414,0.56217518,-0.426754148,0.068847374
33.1,16.22840979,-0.338208795,10.42495497,0.577116093,-0.434506209,0.058340743
33.15,16.23710011,-0.328792003,10.40351717,0.591455903,-0.44179783,0.048367761
33.2,16.24530083,-0.319824756,10.38191881,0.605180777,-0.448635744,0.03893128
